production_order_id,product_id,machine_id,plant_location,shift,planned_quantity,actual_quantity,start_date,end_date,status,operator_id,production_cost
PO0001477,PROD00271,MCH002,Plant D - Recife,Night,3103,4195,2022-04-29,2023-05-07,In Progress,EMP013,24480.66
PO0001478,PROD00898,MCH006,Plant B - Curitiba,Morning,4351,986,2021-10-29,2022-12-16,In Progress,EMP028,33416.44
PO0001479,PROD00474,MCH023,Plant A - Sao Paulo,Night,1666,1490,2023-04-25,2024-08-06,Completed,EMP021,3414.72
PO0001480,PROD00515,MCH039,Plant D - Recife,Night,2985,4587,2023-09-04,2023-09-13,Completed,EMP011,22699.04
PO0001481,PROD00426,MCH044,Plant C - Manaus,Night,710,572,2021-06-03,2022-05-23,Completed,EMP012,41997.76
PO0001482,PROD00788,MCH018,Plant D - Recife,Afternoon,2708,2675,2021-08-21,2024-07-11,In Progress,EMP029,7873.19
PO0001483,PROD00208,MCH011,Plant A - Sao Paulo,Afternoon,2539,3347,2021-12-23,2024-03-18,Completed,EMP022,4757.79
PO0001484,PROD00311,MCH041,Plant A - Sao Paulo,Morning,4045,4334,2023-09-27,2024-09-06,Completed,EMP012,7118.18
PO0001485,PROD00520,MCH018,Plant B - Curitiba,Morning,1231,615,2024-03-17,2024-07-12,Completed,EMP047,11355.49
PO0001486,PROD00163,MCH004,Plant A - Sao Paulo,Afternoon,2332,952,2022-09-25,2023-11-30,Completed,EMP028,43994.07
PO0001487,PROD00265,MCH005,Plant D - Recife,Afternoon,365,548,2022-04-26,2022-08-11,Completed,EMP019,16127.35
PO0001488,PROD00899,MCH049,Plant B - Curitiba,Morning,4187,2049,2023-02-22,2023-04-13,Completed,EMP032,15193.99
PO0001489,PROD00621,MCH005,Plant C - Manaus,Morning,647,898,2024-11-01,2024-12-23,Completed,EMP034,21560.64
PO0001490,PROD00065,MCH021,Plant D - Recife,Afternoon,2395,2752,2024-04-22,2024-10-24,Completed,EMP001,35513.94
PO0001491,PROD00280,MCH042,Plant A - Sao Paulo,Night,1728,664,2023-10-15,2024-03-04,Completed,EMP011,46753.36
PO0001492,PROD00809,MCH024,Plant B - Curitiba,Afternoon,1832,3496,2022-06-20,2023-07-05,In Progress,EMP004,7384.76
PO0001493,PROD00638,MCH014,Plant D - Recife,Night,4904,3342,2023-03-21,2024-10-17,Completed,EMP018,30032.63
PO0001494,PROD00126,MCH018,Plant D - Recife,Morning,3761,154,2022-03-13,2022-07-31,Completed,EMP025,5620.7
PO0001495,PROD00162,MCH017,Plant D - Recife,Afternoon,4819,2038,2021-12-16,2024-01-13,Completed,EMP044,48154.43
PO0001496,PROD00615,MCH032,Plant B - Curitiba,Night,4254,2676,2021-03-05,2024-10-21,Completed,EMP015,15291.72
PO0001497,PROD00974,MCH014,Plant A - Sao Paulo,Morning,4987,3899,2021-09-22,2023-09-11,Completed,EMP017,32432.31
PO0001498,PROD00171,MCH030,Plant C - Manaus,Afternoon,2447,2531,2021-07-08,2022-07-23,In Progress,EMP015,10940.06
PO0001499,PROD00812,MCH049,Plant B - Curitiba,Afternoon,394,2245,2024-01-06,2024-08-27,Completed,EMP015,8442.28
PO0001500,PROD00708,MCH049,Plant A - Sao Paulo,Night,2167,1172,2022-06-05,2024-06-19,Completed,EMP027,33179.9
PO0001501,PROD00418,MCH041,Plant D - Recife,Night,4330,1788,2023-06-05,2024-03-08,Completed,EMP017,25678.12
PO0001502,PROD00687,MCH020,Plant A - Sao Paulo,Afternoon,3494,533,2022-07-30,2022-09-07,Completed,EMP007,33888.54
PO0001503,PROD00692,MCH018,Plant D - Recife,Night,956,3626,2023-08-01,2024-08-12,Completed,EMP039,47893.74
PO0001504,PROD00848,MCH044,Plant C - Manaus,Night,4365,1451,2022-01-20,2024-12-24,Completed,EMP040,41354.96
PO0001505,PROD00111,MCH009,Plant A - Sao Paulo,Night,854,3884,2021-04-03,2024-03-07,In Progress,EMP025,43663.08
PO0001506,PROD00587,MCH017,Plant B - Curitiba,Afternoon,3182,3421,2021-10-04,2022-07-08,In Progress,EMP037,42774.12
PO0001507,PROD00263,MCH012,Plant B - Curitiba,Night,1862,3911,2021-04-05,2023-07-02,In Progress,EMP004,44495.35
PO0001508,PROD00606,MCH048,Plant C - Manaus,Night,1137,1202,2024-11-04,2024-11-10,Completed,EMP016,37878.28
PO0001509,PROD00786,MCH042,Plant C - Manaus,Afternoon,924,252,2022-11-29,2023-01-28,In Progress,EMP034,22678.55
PO0001510,PROD00688,MCH006,Plant D - Recife,Afternoon,3520,615,2021-06-04,2023-08-11,Completed,EMP018,15935.8
PO0001511,PROD00096,MCH042,Plant D - Recife,Afternoon,1767,2746,2022-12-08,2024-06-13,Completed,EMP001,4923.18
PO0001512,PROD00105,MCH036,Plant C - Manaus,Afternoon,1631,2731,2024-11-05,2024-11-22,Completed,EMP023,22394.26
PO0001513,PROD00378,MCH008,Plant A - Sao Paulo,Morning,2950,672,2023-05-21,2024-11-29,Completed,EMP041,26545.92
PO0001514,PROD00430,MCH007,Plant D - Recife,Morning,1560,2471,2021-09-27,2024-07-06,Completed,EMP024,20194.49
PO0001515,PROD00332,MCH015,Plant D - Recife,Afternoon,4447,3821,2022-06-25,2023-08-10,Completed,EMP034,1413.04
PO0001516,PROD00959,MCH021,Plant A - Sao Paulo,Night,602,2204,2024-05-10,2024-08-29,Completed,EMP027,48257.18
PO0001517,PROD00041,MCH036,Plant B - Curitiba,Afternoon,834,716,2021-06-22,2022-12-26,Completed,EMP049,5261.92
PO0001518,PROD00477,MCH046,Plant D - Recife,Morning,765,1709,2024-12-29,2024-12-31,Completed,EMP049,35233.46
PO0001519,PROD00353,MCH013,Plant C - Manaus,Night,496,3516,2023-11-24,2024-02-28,In Progress,EMP004,23292.99
PO0001520,PROD00617,MCH002,Plant D - Recife,Night,4220,405,2024-05-15,2024-08-28,Completed,EMP004,16713.59
PO0001521,PROD00842,MCH024,Plant B - Curitiba,Afternoon,1936,2509,2024-12-07,2024-12-21,In Progress,EMP004,38002.78
PO0001522,PROD00806,MCH019,Plant D - Recife,Morning,2601,143,2022-10-23,2022-10-27,Completed,EMP010,18974.81
PO0001523,PROD00692,MCH015,Plant B - Curitiba,Morning,1262,3510,2022-06-19,2023-04-30,Completed,EMP024,16893.86
PO0001524,PROD00394,MCH004,Plant A - Sao Paulo,Night,2717,3240,2024-05-10,2024-08-31,Completed,EMP003,24167.34
PO0001525,PROD00096,MCH036,Plant B - Curitiba,Night,4689,2856,2021-11-04,2022-06-14,Completed,EMP045,37907.25
PO0001526,PROD00536,MCH023,Plant D - Recife,Afternoon,779,2316,2021-12-10,2022-01-26,Completed,EMP015,46965.31
PO0001527,PROD00842,MCH044,Plant A - Sao Paulo,Morning,2411,760,2021-12-25,2023-06-21,In Progress,EMP013,11646.02
PO0001528,PROD00539,MCH007,Plant A - Sao Paulo,Night,2922,187,2021-03-13,2022-02-05,Completed,EMP027,48613.81
PO0001529,PROD00798,MCH050,Plant D - Recife,Afternoon,3911,1011,2022-05-28,2024-09-28,Completed,EMP022,19740.12
PO0001530,PROD00456,MCH017,Plant D - Recife,Morning,2671,3888,2021-08-14,2024-06-17,Completed,EMP009,48052.66
PO0001531,PROD00915,MCH024,Plant D - Recife,Night,2433,3458,2023-06-03,2024-05-03,In Progress,EMP014,13750.47
PO0001532,PROD00922,MCH001,Plant C - Manaus,Afternoon,652,1641,2023-03-15,2024-11-22,In Progress,EMP012,47443.18
PO0001533,PROD00683,MCH043,Plant B - Curitiba,Morning,2251,2888,2024-08-28,2024-09-22,In Progress,EMP036,9223.76
PO0001534,PROD00985,MCH016,Plant C - Manaus,Night,744,4673,2022-12-29,2024-03-04,In Progress,EMP048,16783.32
PO0001535,PROD00642,MCH032,Plant C - Manaus,Afternoon,2937,863,2024-06-07,2024-11-23,Completed,EMP030,36579.75
PO0001536,PROD00344,MCH007,Plant D - Recife,Morning,2168,1699,2024-05-11,2024-11-16,Completed,EMP041,24836.15
PO0001537,PROD00327,MCH005,Plant A - Sao Paulo,Morning,2443,3122,2024-06-23,2024-09-20,Completed,EMP033,11136.68
PO0001538,PROD00686,MCH011,Plant C - Manaus,Night,2692,1893,2023-09-05,2023-12-24,In Progress,EMP047,30276.0
PO0001539,PROD00210,MCH046,Plant C - Manaus,Night,2015,810,2023-05-09,2023-09-28,Completed,EMP006,4940.56
PO0001540,PROD00617,MCH050,Plant D - Recife,Afternoon,2786,3799,2024-05-07,2024-07-02,Completed,EMP023,42665.39
PO0001541,PROD00302,MCH006,Plant C - Manaus,Night,1501,2045,2022-01-03,2022-10-26,Completed,EMP044,22458.07
PO0001542,PROD00689,MCH005,Plant D - Recife,Night,4386,2953,2023-12-19,2024-06-30,Completed,EMP019,4515.93
PO0001543,PROD00882,MCH001,Plant C - Manaus,Night,3194,4000,2021-08-23,2024-11-10,Completed,EMP002,7048.92
PO0001544,PROD00881,MCH049,Plant D - Recife,Morning,1865,4016,2022-05-06,2022-10-19,Completed,EMP020,40170.65
PO0001545,PROD00096,MCH028,Plant A - Sao Paulo,Morning,3916,1070,2021-04-19,2024-06-18,In Progress,EMP018,36674.84
PO0001546,PROD00870,MCH017,Plant D - Recife,Morning,3870,1440,2023-03-26,2024-11-09,Completed,EMP018,42842.93
PO0001547,PROD00889,MCH017,Plant D - Recife,Afternoon,1251,1664,2021-03-30,2023-04-19,In Progress,EMP028,26493.86
PO0001548,PROD00465,MCH033,Plant A - Sao Paulo,Morning,1815,3914,2022-11-07,2023-05-11,In Progress,EMP039,40777.72
PO0001549,PROD00871,MCH015,Plant C - Manaus,Morning,318,2674,2021-10-20,2022-11-29,Completed,EMP025,27393.02
PO0001550,PROD00723,MCH014,Plant B - Curitiba,Afternoon,1790,4976,2021-01-05,2023-06-14,Completed,EMP008,25649.75
PO0001551,PROD00245,MCH019,Plant B - Curitiba,Night,358,2032,2023-09-20,2023-10-14,Completed,EMP031,34187.25
PO0001552,PROD00032,MCH048,Plant B - Curitiba,Afternoon,657,4250,2021-10-10,2022-01-19,Completed,EMP013,690.24
PO0001553,PROD00815,MCH047,Plant C - Manaus,Afternoon,3769,1498,2021-02-21,2022-05-16,Completed,EMP005,10395.98
PO0001554,PROD00772,MCH010,Plant D - Recife,Night,4540,4576,2021-04-08,2024-09-08,In Progress,EMP012,16930.77
PO0001555,PROD00244,MCH004,Plant B - Curitiba,Morning,2579,2191,2023-03-29,2024-09-13,Completed,EMP049,23197.37
PO0001556,PROD00015,MCH029,Plant B - Curitiba,Morning,1074,685,2024-11-28,2024-12-21,Completed,EMP006,32335.5
PO0001557,PROD00499,MCH009,Plant B - Curitiba,Afternoon,3161,2484,2021-07-26,2024-02-25,Completed,EMP019,28317.0
PO0001558,PROD00578,MCH020,Plant C - Manaus,Morning,271,1962,2023-05-25,2024-08-24,Completed,EMP010,4180.64
PO0001559,PROD00677,MCH013,Plant A - Sao Paulo,Morning,640,1437,2021-07-16,2023-12-26,Completed,EMP038,22109.93
PO0001560,PROD00476,MCH040,Plant D - Recife,Night,1931,306,2021-06-12,2024-12-18,Cancelled,EMP008,25487.37
PO0001561,PROD00722,MCH043,Plant C - Manaus,Morning,2323,2031,2024-04-05,2024-07-16,Cancelled,EMP026,31233.52
PO0001562,PROD00118,MCH028,Plant D - Recife,Morning,4164,256,2024-06-15,2024-07-05,In Progress,EMP022,35170.19
PO0001563,PROD00686,MCH028,Plant D - Recife,Night,3969,2698,2021-01-24,2022-05-23,Completed,EMP045,41382.4
PO0001564,PROD00887,MCH030,Plant D - Recife,Afternoon,4988,3396,2023-06-25,2023-09-24,Completed,EMP014,36468.94
PO0001565,PROD00188,MCH016,Plant A - Sao Paulo,Night,699,4212,2023-07-03,2024-04-19,Completed,EMP045,46517.51
PO0001566,PROD00165,MCH049,Plant D - Recife,Night,2653,522,2021-08-09,2022-06-28,Completed,EMP040,657.6
PO0001567,PROD00281,MCH006,Plant C - Manaus,Morning,4190,1445,2023-07-16,2024-08-25,Cancelled,EMP017,14724.8
PO0001568,PROD00178,MCH030,Plant A - Sao Paulo,Afternoon,3633,2656,2023-08-19,2024-11-03,Completed,EMP005,31794.91
PO0001569,PROD00290,MCH015,Plant A - Sao Paulo,Night,1603,2448,2023-11-19,2024-11-22,Completed,EMP012,34209.64
PO0001570,PROD00697,MCH040,Plant C - Manaus,Morning,4615,1459,2024-10-01,2024-10-28,Completed,EMP050,33499.31
PO0001571,PROD00820,MCH023,Plant C - Manaus,Morning,1313,4909,2022-11-07,2024-10-17,Cancelled,EMP026,42197.33
PO0001572,PROD00431,MCH004,Plant A - Sao Paulo,Morning,1709,343,2021-05-19,2021-12-12,Completed,EMP012,20693.34
PO0001573,PROD00289,MCH001,Plant D - Recife,Morning,255,3633,2021-09-23,2024-04-30,Completed,EMP012,23934.74
PO0001574,PROD00067,MCH045,Plant A - Sao Paulo,Afternoon,3270,1104,2023-07-19,2023-11-01,Completed,EMP045,26615.52
PO0001575,PROD00137,MCH006,Plant C - Manaus,Morning,1297,1219,2024-08-15,2024-12-30,In Progress,EMP012,45597.77
PO0001576,PROD00329,MCH027,Plant C - Manaus,Morning,4106,3168,2024-12-06,2024-12-08,Completed,EMP044,2258.68
PO0001577,PROD00836,MCH007,Plant A - Sao Paulo,Afternoon,4305,3420,2022-11-03,2023-07-18,Completed,EMP047,2026.11
PO0001578,PROD00139,MCH047,Plant C - Manaus,Night,2806,1992,2021-01-27,2023-10-14,Completed,EMP002,26811.82
PO0001579,PROD00682,MCH018,Plant C - Manaus,Afternoon,4731,2240,2024-06-23,2024-10-19,Completed,EMP008,6549.51
PO0001580,PROD00777,MCH040,Plant D - Recife,Morning,272,3780,2021-07-07,2023-11-03,Completed,EMP012,29117.96
PO0001581,PROD00825,MCH027,Plant C - Manaus,Night,3608,2823,2022-08-19,2023-06-22,Completed,EMP007,23083.6
PO0001582,PROD00276,MCH034,Plant A - Sao Paulo,Night,2020,3425,2023-06-07,2024-12-01,Completed,EMP015,42188.1
PO0001583,PROD00348,MCH048,Plant D - Recife,Afternoon,2210,1081,2021-09-11,2023-11-09,Completed,EMP008,42729.49
PO0001584,PROD00632,MCH022,Plant B - Curitiba,Morning,1815,883,2022-08-10,2024-01-26,In Progress,EMP004,5739.59
PO0001585,PROD00634,MCH023,Plant D - Recife,Night,3370,161,2023-04-30,2024-01-03,Completed,EMP036,46950.73
PO0001586,PROD00365,MCH014,Plant D - Recife,Night,4889,920,2024-03-20,2024-10-29,Completed,EMP037,25522.84
PO0001587,PROD00803,MCH038,Plant D - Recife,Night,279,2482,2022-03-03,2024-01-14,Completed,EMP016,11197.41
PO0001588,PROD00140,MCH013,Plant B - Curitiba,Afternoon,1861,3789,2021-04-03,2022-06-01,In Progress,EMP021,39058.28
PO0001589,PROD00212,MCH027,Plant B - Curitiba,Night,4372,3178,2022-10-20,2024-02-25,In Progress,EMP002,41071.83
PO0001590,PROD00045,MCH019,Plant A - Sao Paulo,Afternoon,3708,4504,2024-10-19,2024-11-26,Completed,EMP027,9359.29
PO0001591,PROD00405,MCH017,Plant A - Sao Paulo,Afternoon,3527,1497,2022-03-30,2024-09-23,Completed,EMP009,39154.88
PO0001592,PROD00026,MCH048,Plant B - Curitiba,Afternoon,1714,2906,2024-04-24,2024-12-17,Completed,EMP020,32168.35
PO0001593,PROD00476,MCH017,Plant C - Manaus,Night,2858,2252,2021-01-16,2021-01-18,Completed,EMP011,23879.6
PO0001594,PROD00519,MCH019,Plant D - Recife,Morning,243,3201,2022-07-14,2022-08-05,Completed,EMP031,9419.73
PO0001595,PROD00143,MCH018,Plant A - Sao Paulo,Afternoon,2608,814,2024-12-04,2024-12-31,Completed,EMP046,20153.31
PO0001596,PROD00782,MCH029,Plant B - Curitiba,Morning,4820,1817,2022-10-26,2024-08-06,In Progress,EMP046,45410.34
PO0001597,PROD00932,MCH038,Plant D - Recife,Night,4898,2658,2022-05-23,2023-11-08,Completed,EMP019,5147.55
PO0001598,PROD00368,MCH012,Plant C - Manaus,Night,504,3927,2023-04-18,2023-11-24,Completed,EMP005,45956.22
PO0001599,PROD00744,MCH041,Plant B - Curitiba,Morning,720,3186,2021-01-26,2022-03-05,In Progress,EMP047,31036.24
PO0001600,PROD00346,MCH012,Plant D - Recife,Night,3769,713,2021-05-02,2021-05-10,Completed,EMP050,31232.15
PO0001601,PROD00353,MCH045,Plant B - Curitiba,Morning,1307,956,2021-07-27,2023-11-09,Completed,EMP020,3879.11
PO0001602,PROD00745,MCH045,Plant A - Sao Paulo,Afternoon,4397,2276,2023-09-15,2023-10-10,Completed,EMP033,44631.97
PO0001603,PROD00559,MCH007,Plant B - Curitiba,Morning,2524,4653,2024-11-18,2024-12-31,Completed,EMP021,24009.55
PO0001604,PROD00531,MCH028,Plant B - Curitiba,Morning,2196,4297,2022-02-26,2024-12-11,In Progress,EMP016,10224.52
PO0001605,PROD00637,MCH001,Plant B - Curitiba,Afternoon,1725,1888,2021-05-02,2023-04-10,In Progress,EMP009,29125.46
PO0001606,PROD00054,MCH050,Plant D - Recife,Night,779,2119,2022-09-25,2023-08-31,Completed,EMP025,30816.05
PO0001607,PROD00608,MCH039,Plant C - Manaus,Night,1906,2358,2023-08-10,2024-06-03,Completed,EMP026,17183.73
PO0001608,PROD00814,MCH003,Plant B - Curitiba,Morning,1322,4103,2023-06-07,2024-06-20,Completed,EMP026,28864.16
PO0001609,PROD00747,MCH021,Plant A - Sao Paulo,Afternoon,1776,1119,2021-04-26,2022-12-11,Completed,EMP042,34754.63
PO0001610,PROD00165,MCH012,Plant A - Sao Paulo,Night,611,4053,2023-12-23,2024-05-28,Completed,EMP014,16316.14
PO0001611,PROD00336,MCH045,Plant D - Recife,Morning,3915,4738,2022-11-21,2022-12-08,Cancelled,EMP040,11300.42
PO0001612,PROD00003,MCH023,Plant D - Recife,Night,3399,672,2024-11-27,2024-12-16,Completed,EMP045,3475.63
PO0001613,PROD00374,MCH004,Plant D - Recife,Morning,2467,1094,2023-11-08,2024-07-26,Completed,EMP020,21631.05
PO0001614,PROD00097,MCH041,Plant D - Recife,Morning,3758,3236,2022-10-13,2023-09-25,Completed,EMP009,6466.23
PO0001615,PROD00778,MCH050,Plant D - Recife,Morning,3564,1770,2022-06-13,2024-01-15,Completed,EMP012,47778.87
PO0001616,PROD00253,MCH006,Plant B - Curitiba,Night,1176,731,2024-02-11,2024-03-18,Completed,EMP031,35085.1
PO0001617,PROD00006,MCH026,Plant A - Sao Paulo,Morning,1289,1797,2023-11-25,2024-04-15,In Progress,EMP039,49999.36
PO0001618,PROD00905,MCH001,Plant D - Recife,Night,2235,2833,2023-02-14,2023-11-18,Completed,EMP001,34082.51
PO0001619,PROD00421,MCH042,Plant B - Curitiba,Afternoon,2299,2800,2024-03-06,2024-07-22,Completed,EMP029,49885.01
PO0001620,PROD00451,MCH033,Plant B - Curitiba,Afternoon,135,168,2021-06-05,2024-12-27,Completed,EMP046,28263.96
PO0001621,PROD00902,MCH002,Plant B - Curitiba,Night,2650,2703,2021-06-13,2023-08-28,Cancelled,EMP010,41152.22
PO0001622,PROD00229,MCH016,Plant D - Recife,Afternoon,3691,4665,2022-08-23,2024-04-24,In Progress,EMP047,24433.55
PO0001623,PROD00288,MCH030,Plant D - Recife,Night,145,4742,2023-09-06,2024-07-12,Completed,EMP005,13488.5
PO0001624,PROD00485,MCH029,Plant D - Recife,Night,775,3099,2023-01-27,2024-02-02,Completed,EMP019,36089.6
PO0001625,PROD00214,MCH022,Plant D - Recife,Morning,4103,3453,2024-06-18,2024-08-27,Completed,EMP020,19981.19
PO0001626,PROD00945,MCH005,Plant A - Sao Paulo,Morning,2901,3437,2023-08-07,2023-10-08,Completed,EMP009,35590.64
PO0001627,PROD00604,MCH046,Plant B - Curitiba,Morning,1721,3022,2022-01-13,2022-04-17,Completed,EMP016,623.12
PO0001628,PROD00116,MCH026,Plant B - Curitiba,Night,1193,295,2022-12-21,2024-04-25,Completed,EMP022,31383.8
PO0001629,PROD00850,MCH006,Plant A - Sao Paulo,Afternoon,3806,2869,2021-05-04,2024-09-28,Completed,EMP014,35771.57
PO0001630,PROD00902,MCH046,Plant D - Recife,Morning,1168,3936,2024-02-24,2024-10-16,Completed,EMP030,36444.34
PO0001631,PROD00799,MCH007,Plant D - Recife,Night,807,3574,2022-11-28,2024-09-17,Completed,EMP010,37757.8
PO0001632,PROD00481,MCH033,Plant D - Recife,Afternoon,2595,2029,2024-06-27,2024-12-12,Completed,EMP036,25858.98
PO0001633,PROD00120,MCH025,Plant D - Recife,Night,881,2152,2021-10-07,2024-10-01,Completed,EMP007,44876.05
PO0001634,PROD00457,MCH014,Plant A - Sao Paulo,Morning,3598,4933,2022-07-14,2024-09-05,Completed,EMP048,11378.68
PO0001635,PROD00967,MCH032,Plant B - Curitiba,Afternoon,1175,3353,2024-08-06,2024-12-31,Completed,EMP040,26961.6
PO0001636,PROD00822,MCH014,Plant C - Manaus,Morning,2149,1722,2022-11-28,2024-02-05,In Progress,EMP008,34367.5
PO0001637,PROD00609,MCH001,Plant D - Recife,Afternoon,1142,1657,2023-08-05,2024-11-17,In Progress,EMP005,603.42
PO0001638,PROD00683,MCH044,Plant A - Sao Paulo,Morning,4693,1963,2021-01-20,2023-06-27,Completed,EMP009,6974.39
PO0001639,PROD00563,MCH033,Plant B - Curitiba,Morning,4817,3754,2021-12-04,2022-10-30,Completed,EMP023,32050.83
PO0001640,PROD00034,MCH049,Plant B - Curitiba,Morning,1022,2337,2024-07-23,2024-09-17,In Progress,EMP033,4881.07
PO0001641,PROD00849,MCH049,Plant C - Manaus,Morning,331,2575,2023-02-02,2023-06-14,Completed,EMP019,37450.62
PO0001642,PROD00647,MCH034,Plant C - Manaus,Night,4003,3892,2023-02-09,2024-03-02,Completed,EMP024,24451.4
PO0001643,PROD00808,MCH022,Plant C - Manaus,Afternoon,2500,906,2022-04-30,2022-11-28,Completed,EMP021,26157.21
PO0001644,PROD00095,MCH017,Plant D - Recife,Morning,1018,4771,2023-12-17,2024-08-10,Completed,EMP032,14467.23
PO0001645,PROD00218,MCH046,Plant A - Sao Paulo,Morning,3411,4275,2024-02-19,2024-04-05,Completed,EMP026,35241.29
PO0001646,PROD00721,MCH040,Plant A - Sao Paulo,Night,3136,1998,2021-12-10,2021-12-24,Completed,EMP024,38037.86
PO0001647,PROD00586,MCH029,Plant D - Recife,Afternoon,1333,4078,2021-09-19,2024-10-29,Completed,EMP014,29299.81
PO0001648,PROD00357,MCH019,Plant B - Curitiba,Night,291,4159,2022-03-27,2024-09-26,In Progress,EMP019,3779.4
PO0001649,PROD00334,MCH021,Plant D - Recife,Night,2188,395,2021-09-26,2022-07-30,Completed,EMP006,31591.0
PO0001650,PROD00980,MCH004,Plant D - Recife,Afternoon,1464,1109,2021-03-07,2022-08-06,Completed,EMP047,7356.13
PO0001651,PROD00509,MCH044,Plant A - Sao Paulo,Morning,4098,3425,2022-05-06,2024-09-06,Completed,EMP011,14686.51
PO0001652,PROD00998,MCH031,Plant A - Sao Paulo,Afternoon,4650,575,2021-09-11,2024-03-20,Completed,EMP031,44818.77
PO0001653,PROD00942,MCH037,Plant B - Curitiba,Night,3283,2532,2023-08-16,2023-09-19,Completed,EMP016,45554.12
PO0001654,PROD00379,MCH013,Plant B - Curitiba,Night,358,1856,2024-09-15,2024-12-08,Completed,EMP038,15968.59
PO0001655,PROD00180,MCH022,Plant D - Recife,Night,1071,3671,2022-04-24,2023-01-29,Completed,EMP005,47756.48
PO0001656,PROD00413,MCH014,Plant D - Recife,Night,1010,358,2022-11-19,2024-11-06,Completed,EMP011,15325.91
PO0001657,PROD00098,MCH034,Plant C - Manaus,Afternoon,1802,2202,2022-03-14,2022-08-05,Completed,EMP048,45753.58
PO0001658,PROD00891,MCH022,Plant A - Sao Paulo,Night,1209,3626,2021-11-05,2023-01-13,Completed,EMP041,13874.03
PO0001659,PROD00598,MCH008,Plant D - Recife,Morning,906,755,2021-09-29,2022-02-08,Completed,EMP047,9759.46
PO0001660,PROD00339,MCH006,Plant C - Manaus,Morning,4875,4739,2021-02-03,2023-01-16,Completed,EMP013,19224.91
PO0001661,PROD00629,MCH005,Plant A - Sao Paulo,Night,4814,3806,2021-05-03,2024-11-21,Completed,EMP020,1065.13
PO0001662,PROD00703,MCH022,Plant C - Manaus,Afternoon,1662,2111,2021-07-13,2024-12-02,Completed,EMP024,24010.38
PO0001663,PROD00048,MCH030,Plant B - Curitiba,Night,2783,4313,2024-01-05,2024-10-04,Cancelled,EMP041,14610.29
PO0001664,PROD00419,MCH037,Plant B - Curitiba,Morning,2580,432,2023-01-09,2024-11-16,In Progress,EMP037,40567.41
PO0001665,PROD00444,MCH036,Plant C - Manaus,Night,4901,1760,2023-02-23,2024-12-31,In Progress,EMP006,15889.09
PO0001666,PROD00412,MCH045,Plant B - Curitiba,Afternoon,891,4825,2021-05-05,2021-12-21,Completed,EMP029,16310.07
PO0001667,PROD00001,MCH045,Plant A - Sao Paulo,Morning,4565,388,2022-01-17,2022-01-30,Completed,EMP013,14384.49
PO0001668,PROD00728,MCH025,Plant B - Curitiba,Afternoon,1551,250,2023-11-12,2023-11-25,Completed,EMP031,10919.43
PO0001669,PROD00275,MCH032,Plant A - Sao Paulo,Afternoon,1592,3073,2023-05-01,2023-07-28,In Progress,EMP009,38730.87
PO0001670,PROD00154,MCH034,Plant D - Recife,Night,4421,1221,2021-04-04,2023-04-06,Completed,EMP044,27616.0
PO0001671,PROD00893,MCH035,Plant B - Curitiba,Morning,3210,2412,2024-06-27,2024-07-13,Completed,EMP014,7717.63
PO0001672,PROD00695,MCH041,Plant A - Sao Paulo,Morning,855,2110,2023-03-05,2023-03-27,Completed,EMP020,42126.68
PO0001673,PROD00950,MCH038,Plant D - Recife,Morning,3575,3563,2023-09-10,2024-04-26,Completed,EMP037,39580.23
PO0001674,PROD00466,MCH025,Plant A - Sao Paulo,Afternoon,216,4188,2022-04-20,2023-12-21,Completed,EMP030,25337.9
PO0001675,PROD00396,MCH032,Plant B - Curitiba,Afternoon,2227,4848,2021-04-08,2024-06-23,Completed,EMP035,21535.1
PO0001676,PROD00931,MCH026,Plant A - Sao Paulo,Night,295,3833,2023-12-18,2024-10-03,In Progress,EMP030,13784.37
PO0001677,PROD00053,MCH044,Plant B - Curitiba,Morning,1895,1439,2021-06-18,2024-06-05,Completed,EMP047,38044.57
PO0001678,PROD00049,MCH017,Plant C - Manaus,Afternoon,1927,1392,2021-07-29,2021-12-06,Cancelled,EMP006,14963.74
PO0001679,PROD00597,MCH021,Plant D - Recife,Night,4160,1705,2022-10-30,2024-07-21,Cancelled,EMP033,30737.93
PO0001680,PROD00132,MCH008,Plant B - Curitiba,Night,3455,644,2021-07-28,2021-09-14,Completed,EMP019,4836.65
PO0001681,PROD00686,MCH046,Plant C - Manaus,Afternoon,670,3858,2021-04-19,2021-06-28,Completed,EMP026,32193.52
PO0001682,PROD00934,MCH013,Plant A - Sao Paulo,Afternoon,4810,4947,2021-01-09,2021-05-12,Completed,EMP042,28262.55
PO0001683,PROD00116,MCH017,Plant C - Manaus,Morning,4655,2176,2021-06-21,2023-01-28,In Progress,EMP041,4662.44
PO0001684,PROD00916,MCH002,Plant A - Sao Paulo,Morning,1421,614,2023-02-21,2023-07-25,Completed,EMP038,41828.98
PO0001685,PROD00294,MCH033,Plant A - Sao Paulo,Afternoon,253,825,2023-01-11,2023-04-11,In Progress,EMP041,32248.42
PO0001686,PROD00203,MCH015,Plant A - Sao Paulo,Afternoon,1988,1909,2024-12-10,2024-12-10,Completed,EMP020,35932.95
PO0001687,PROD00554,MCH011,Plant A - Sao Paulo,Night,2138,394,2021-01-21,2023-01-16,Completed,EMP048,26290.97
