defect_id,production_order_id,machine_id,defect_type,defect_quantity,inspection_date,inspector_id,corrective_action
DEF000351,PO0001368,MCH001,Color Mismatch,12,2024-07-19,INS04,
DEF000352,PO0003462,MCH034,None,9,2022-10-14,INS04,
DEF000353,PO0003933,MCH039,None,48,2024-12-29,INS08,Scrap
DEF000354,PO0004883,MCH011,Surface Scratch,29,2023-07-20,INS08,Pending
DEF000355,PO0002712,MCH023,Surface Scratch,24,2021-12-26,INS01,Pending
DEF000356,PO0004226,MCH045,Surface Scratch,28,2024-03-26,INS06,Rework
DEF000357,PO0002241,MCH010,Dimensional Error,42,2024-08-22,INS02,Accept
DEF000358,PO0003045,MCH033,Assembly Fault,36,2022-08-20,INS09,Rework
DEF000359,PO0001048,MCH009,Material Defect,42,2023-02-25,INS10,Accept
DEF000360,PO0001159,MCH012,Dimensional Error,9,2022-11-26,INS04,
DEF000361,PO0002769,MCH031,Surface Scratch,23,2021-03-28,INS02,
DEF000362,PO0001952,MCH050,None,11,2024-10-08,INS01,
DEF000363,PO0000682,MCH028,Assembly Fault,47,2024-04-16,INS04,Accept
DEF000364,PO0002565,MCH005,Surface Scratch,0,2024-07-02,INS01,Rework
DEF000365,PO0000490,MCH006,None,19,2023-06-05,INS09,Scrap
DEF000366,PO0003350,MCH013,Color Mismatch,47,2022-09-11,INS06,Scrap
DEF000367,PO0001257,MCH016,Material Defect,49,2024-12-06,INS09,Accept
DEF000368,PO0002204,MCH023,Assembly Fault,15,2022-07-04,INS07,
DEF000369,PO0002694,MCH012,Surface Scratch,3,2024-03-03,INS10,Pending
DEF000370,PO0004729,MCH025,None,41,2024-02-10,INS01,Rework
DEF000371,PO0000212,MCH046,Dimensional Error,19,2023-12-02,INS10,Scrap
DEF000372,PO0000451,MCH041,Material Defect,7,2024-04-25,INS04,Pending
DEF000373,PO0003400,MCH012,Assembly Fault,45,2024-10-13,INS07,Pending
DEF000374,PO0000789,MCH036,None,9,2024-11-21,INS02,Accept
DEF000375,PO0000537,MCH008,None,13,2024-04-16,INS02,Rework
DEF000376,PO0004405,MCH041,Material Defect,34,2024-01-21,INS02,Rework
DEF000377,PO0003887,MCH019,Dimensional Error,12,2024-09-25,INS02,Rework
DEF000378,PO0003563,MCH031,None,36,2024-10-21,INS06,
DEF000379,PO0001568,MCH030,Dimensional Error,19,2024-11-03,INS05,Pending
DEF000380,PO0002318,MCH015,None,48,2022-11-16,INS04,
DEF000381,PO0002804,MCH008,Dimensional Error,33,2024-02-17,INS02,Scrap
DEF000382,PO0000104,MCH007,Dimensional Error,30,2024-01-15,INS09,Scrap
DEF000383,PO0004374,MCH001,Surface Scratch,18,2024-08-13,INS05,Pending
DEF000384,PO0003838,MCH009,Color Mismatch,28,2022-07-23,INS04,Rework
DEF000385,PO0004965,MCH043,Color Mismatch,16,2024-09-20,INS01,Scrap
DEF000386,PO0003387,MCH025,Assembly Fault,44,2022-05-21,INS08,Rework
DEF000387,PO0004756,MCH002,Surface Scratch,7,2024-12-15,INS07,Pending
DEF000388,PO0001935,MCH003,None,30,2022-08-26,INS05,Scrap
DEF000389,PO0000983,MCH023,None,30,2024-02-04,INS08,Pending
DEF000390,PO0002055,MCH026,Surface Scratch,14,2024-06-20,INS10,
DEF000391,PO0002530,MCH007,Surface Scratch,30,2022-10-29,INS03,Pending
DEF000392,PO0003675,MCH041,None,10,2022-10-17,INS05,Scrap
DEF000393,PO0001529,MCH050,Assembly Fault,6,2024-09-28,INS05,Rework
DEF000394,PO0001651,MCH044,Surface Scratch,22,2024-09-06,INS04,Scrap
DEF000395,PO0003447,MCH045,Surface Scratch,14,2024-06-25,INS02,Rework
DEF000396,PO0000334,MCH034,Dimensional Error,25,2022-07-21,INS08,Accept
DEF000397,PO0000288,MCH042,Assembly Fault,32,2024-12-08,INS08,Rework
DEF000398,PO0000981,MCH018,Color Mismatch,4,2024-02-08,INS01,
DEF000399,PO0001741,MCH044,Assembly Fault,15,2024-08-12,INS10,Rework
DEF000400,PO0002077,MCH012,Color Mismatch,16,2024-09-20,INS10,Pending
DEF000401,PO0000005,MCH025,Assembly Fault,18,2024-07-06,INS08,Scrap
DEF000402,PO0000964,MCH030,Dimensional Error,28,2021-10-24,INS06,Rework
DEF000403,PO0001881,MCH047,None,0,2023-10-20,INS07,
DEF000404,PO0004810,MCH024,Color Mismatch,18,2022-09-07,INS04,Rework
DEF000405,PO0004149,MCH009,Surface Scratch,23,2024-10-16,INS01,Pending
DEF000406,PO0000248,MCH037,Assembly Fault,40,2022-10-23,INS07,Scrap
DEF000407,PO0002142,MCH010,Color Mismatch,41,2024-11-07,INS01,
DEF000408,PO0004505,MCH038,Dimensional Error,35,2023-11-16,INS03,Accept
DEF000409,PO0004415,MCH034,Surface Scratch,48,2022-07-24,INS04,Accept
DEF000410,PO0000977,MCH043,None,46,2023-08-29,INS06,Accept
DEF000411,PO0002873,MCH026,Dimensional Error,15,2024-02-24,INS08,
DEF000412,PO0002761,MCH036,Surface Scratch,26,2023-03-05,INS03,
DEF000413,PO0001320,MCH033,None,3,2023-07-17,INS07,Pending
DEF000414,PO0004341,MCH037,Assembly Fault,22,2024-06-28,INS07,
DEF000415,PO0002830,MCH015,Surface Scratch,35,2024-12-14,INS03,Accept
DEF000416,PO0000795,MCH034,None,3,2024-05-24,INS09,Rework
DEF000417,PO0000792,MCH046,Material Defect,20,2022-11-25,INS03,Accept
DEF000418,PO0001015,MCH021,None,9,2024-12-05,INS03,Pending
DEF000419,PO0003512,MCH029,Surface Scratch,2,2023-02-13,INS07,Accept
DEF000420,PO0004839,MCH026,Dimensional Error,24,2024-07-29,INS07,Rework
DEF000421,PO0000143,MCH032,Surface Scratch,27,2024-09-15,INS03,Rework
DEF000422,PO0004331,MCH019,None,32,2024-04-13,INS08,
DEF000423,PO0000602,MCH016,Assembly Fault,40,2023-12-14,INS04,Rework
DEF000424,PO0003802,MCH032,Assembly Fault,32,2023-05-18,INS03,Rework
DEF000425,PO0003282,MCH019,Dimensional Error,42,2021-12-28,INS08,Accept
DEF000426,PO0004967,MCH016,Assembly Fault,20,2022-12-19,INS04,
DEF000427,PO0003376,MCH039,Dimensional Error,40,2023-07-01,INS04,
DEF000428,PO0000908,MCH015,Assembly Fault,25,2024-12-11,INS01,Scrap
DEF000429,PO0004717,MCH024,Surface Scratch,42,2024-05-21,INS04,
DEF000430,PO0002985,MCH022,Dimensional Error,25,2023-05-26,INS10,Pending
DEF000431,PO0003599,MCH011,Material Defect,24,2023-10-05,INS02,Scrap
DEF000432,PO0004064,MCH019,Surface Scratch,42,2024-02-20,INS02,Scrap
DEF000433,PO0002396,MCH038,Material Defect,24,2023-11-17,INS01,Pending
DEF000434,PO0000349,MCH050,Surface Scratch,29,2024-12-16,INS09,Rework
DEF000435,PO0004511,MCH024,Color Mismatch,9,2021-11-13,INS05,Pending
DEF000436,PO0000808,MCH006,Surface Scratch,5,2022-02-26,INS06,Scrap
DEF000437,PO0003242,MCH023,Surface Scratch,1,2023-03-06,INS03,Pending
DEF000438,PO0000562,MCH012,None,21,2024-06-05,INS05,Scrap
DEF000439,PO0004209,MCH029,Dimensional Error,18,2024-02-09,INS03,Scrap
DEF000440,PO0002851,MCH046,None,7,2022-10-31,INS06,Scrap
DEF000441,PO0003343,MCH028,Color Mismatch,21,2024-02-14,INS04,Accept
DEF000442,PO0004218,MCH021,Surface Scratch,6,2024-05-26,INS05,Accept
DEF000443,PO0001902,MCH013,Dimensional Error,46,2024-12-25,INS05,Scrap
DEF000444,PO0000184,MCH032,Dimensional Error,43,2024-08-26,INS10,Scrap
DEF000445,PO0002730,MCH020,None,32,2023-06-28,INS07,Accept
DEF000446,PO0004641,MCH022,Surface Scratch,26,2023-04-09,INS09,Pending
DEF000447,PO0001216,MCH039,Assembly Fault,7,2024-04-14,INS05,Rework
DEF000448,PO0000790,MCH024,Surface Scratch,49,2024-08-01,INS09,Scrap
DEF000449,PO0002693,MCH003,Surface Scratch,34,2023-02-05,INS01,Accept
DEF000450,PO0004888,MCH043,None,48,2024-04-03,INS04,Accept
DEF000451,PO0003901,MCH028,Surface Scratch,31,2024-10-12,INS07,Rework
DEF000452,PO0004396,MCH029,Surface Scratch,13,2023-06-24,INS03,
DEF000453,PO0003518,MCH036,None,45,2024-08-09,INS06,Rework
DEF000454,PO0000849,MCH012,None,24,2024-08-19,INS09,Pending
DEF000455,PO0003088,MCH041,Assembly Fault,38,2023-05-14,INS08,Accept
DEF000456,PO0000644,MCH044,Surface Scratch,37,2024-06-25,INS09,
DEF000457,PO0001433,MCH014,Assembly Fault,29,2024-12-04,INS03,Pending
DEF000458,PO0003959,MCH036,Surface Scratch,22,2024-12-10,INS01,Pending
DEF000459,PO0003726,MCH017,Dimensional Error,39,2023-02-13,INS04,Pending
DEF000460,PO0002583,MCH037,Color Mismatch,40,2024-08-11,INS04,Pending
DEF000461,PO0004152,MCH009,Material Defect,7,2024-06-07,INS04,
DEF000462,PO0002285,MCH002,None,38,2022-10-25,INS03,Accept
DEF000463,PO0003970,MCH028,None,12,2024-03-26,INS03,Pending
DEF000464,PO0003293,MCH004,None,42,2024-12-17,INS05,Accept
DEF000465,PO0000817,MCH001,Material Defect,48,2024-10-31,INS08,Pending
DEF000466,PO0000483,MCH011,Surface Scratch,7,2023-09-30,INS05,Pending
DEF000467,PO0000251,MCH018,Dimensional Error,37,2022-09-09,INS09,
DEF000468,PO0004091,MCH024,Material Defect,19,2024-12-22,INS09,Rework
DEF000469,PO0002574,MCH037,Surface Scratch,27,2023-06-26,INS03,Rework
DEF000470,PO0002108,MCH015,None,36,2024-11-02,INS02,Rework
DEF000471,PO0004135,MCH026,Color Mismatch,10,2024-03-19,INS06,Accept
DEF000472,PO0003386,MCH045,None,25,2024-11-26,INS03,Scrap
DEF000473,PO0004383,MCH026,Surface Scratch,7,2024-10-02,INS04,
DEF000474,PO0004721,MCH016,Color Mismatch,36,2022-01-18,INS10,Scrap
DEF000475,PO0000460,MCH029,Material Defect,31,2024-11-03,INS03,Pending
DEF000476,PO0002056,MCH023,Color Mismatch,38,2023-10-08,INS10,Pending
DEF000477,PO0002181,MCH014,None,40,2024-08-02,INS06,Accept
DEF000478,PO0002422,MCH021,None,26,2024-03-23,INS10,Rework
DEF000479,PO0002154,MCH010,None,37,2023-05-20,INS09,Rework
DEF000480,PO0000663,MCH007,Dimensional Error,25,2024-07-14,INS04,Accept
DEF000481,PO0002091,MCH040,Assembly Fault,37,2024-10-15,INS05,Rework
DEF000482,PO0002191,MCH019,None,5,2023-04-11,INS03,
DEF000483,PO0000796,MCH030,Dimensional Error,6,2024-04-09,INS01,Accept
DEF000484,PO0004669,MCH028,Surface Scratch,19,2023-08-30,INS04,Rework
DEF000485,PO0004200,MCH017,None,30,2024-09-24,INS05,Rework
DEF000486,PO0000514,MCH038,Material Defect,34,2022-09-06,INS05,Pending
DEF000487,PO0002764,MCH014,Color Mismatch,7,2024-04-14,INS09,Accept
DEF000488,PO0001524,MCH004,Assembly Fault,34,2024-08-31,INS03,Pending
DEF000489,PO0003991,MCH004,None,5,2023-02-09,INS01,Rework
DEF000490,PO0000444,MCH010,Color Mismatch,29,2024-04-25,INS04,
DEF000491,PO0000604,MCH023,Assembly Fault,33,2024-09-07,INS03,Pending
DEF000492,PO0001517,MCH036,Material Defect,23,2022-12-26,INS05,
DEF000493,PO0004004,MCH030,Dimensional Error,37,2024-12-22,INS08,Rework
DEF000494,PO0004371,MCH038,Assembly Fault,34,2024-04-15,INS10,
DEF000495,PO0002164,MCH007,Color Mismatch,49,2024-10-23,INS05,Rework
DEF000496,PO0004421,MCH018,None,49,2023-12-26,INS02,Pending
DEF000497,PO0004187,MCH040,None,35,2024-03-23,INS08,Pending
DEF000498,PO0004703,MCH026,Color Mismatch,28,2024-12-31,INS06,Accept
DEF000499,PO0000276,MCH043,Material Defect,42,2024-09-19,INS07,Scrap
DEF000500,PO0002717,MCH002,Material Defect,26,2024-12-11,INS08,Scrap
DEF000501,PO0000752,MCH018,Surface Scratch,36,2024-07-16,INS07,Accept
DEF000502,PO0000295,MCH002,Material Defect,45,2024-10-30,INS10,Scrap
DEF000503,PO0001133,MCH008,None,36,2024-07-27,INS10,Accept
DEF000504,PO0002135,MCH023,None,22,2024-11-11,INS03,Scrap
DEF000505,PO0003811,MCH047,Surface Scratch,13,2023-08-26,INS05,Pending
DEF000506,PO0003338,MCH023,Dimensional Error,32,2023-12-15,INS05,Rework
DEF000507,PO0001852,MCH008,None,50,2024-12-08,INS05,Pending
DEF000508,PO0001576,MCH027,None,38,2024-12-08,INS07,Pending
DEF000509,PO0002114,MCH016,None,38,2024-02-29,INS06,Pending
DEF000510,PO0000091,MCH020,Dimensional Error,1,2023-08-28,INS01,Accept
DEF000511,PO0004625,MCH018,Color Mismatch,38,2023-09-26,INS06,Scrap
DEF000512,PO0001820,MCH004,Surface Scratch,17,2022-12-15,INS06,Rework
DEF000513,PO0004490,MCH028,None,35,2023-02-06,INS01,Accept
DEF000514,PO0004439,MCH002,Dimensional Error,0,2023-09-27,INS02,Scrap
DEF000515,PO0004349,MCH008,None,22,2024-03-16,INS07,Pending
DEF000516,PO0004040,MCH027,None,12,2024-07-21,INS06,Scrap
DEF000517,PO0001821,MCH016,Material Defect,50,2024-07-28,INS05,Scrap
DEF000518,PO0001498,MCH030,Color Mismatch,35,2022-07-23,INS09,Accept
DEF000519,PO0004859,MCH015,Surface Scratch,31,2024-08-05,INS07,Accept
DEF000520,PO0004484,MCH032,Dimensional Error,35,2023-03-22,INS06,Scrap
DEF000521,PO0000658,MCH038,None,21,2024-09-21,INS06,Scrap
DEF000522,PO0000258,MCH037,None,37,2023-04-10,INS01,Rework
DEF000523,PO0000666,MCH019,Dimensional Error,3,2024-08-30,INS01,Rework
DEF000524,PO0000016,MCH046,Color Mismatch,38,2023-11-12,INS09,Pending
DEF000525,PO0000202,MCH050,Surface Scratch,24,2021-11-26,INS02,Accept
DEF000526,PO0004627,MCH024,None,10,2023-07-27,INS04,Accept
DEF000527,PO0001089,MCH014,Surface Scratch,23,2024-11-18,INS10,Rework
DEF000528,PO0002776,MCH011,None,23,2024-08-14,INS08,Rework
DEF000529,PO0002032,MCH024,Material Defect,41,2024-07-22,INS04,Scrap
DEF000530,PO0004763,MCH025,Dimensional Error,13,2024-12-27,INS03,Rework
DEF000531,PO0000784,MCH028,Material Defect,0,2022-05-04,INS02,Pending
DEF000532,PO0002913,MCH042,None,21,2022-07-16,INS07,Accept
DEF000533,PO0003501,MCH039,Color Mismatch,46,2024-10-28,INS07,
DEF000534,PO0003781,MCH034,Assembly Fault,33,2023-12-12,INS02,Rework
DEF000535,PO0002385,MCH022,Surface Scratch,27,2023-12-18,INS01,Accept
DEF000536,PO0004792,MCH039,Dimensional Error,2,2023-05-06,INS09,Rework
DEF000537,PO0003124,MCH036,Material Defect,41,2023-12-05,INS02,Accept
DEF000538,PO0000916,MCH038,Assembly Fault,50,2024-11-13,INS06,Pending
DEF000539,PO0000007,MCH030,Surface Scratch,13,2024-11-14,INS05,
DEF000540,PO0003641,MCH022,None,32,2023-11-24,INS03,Accept
DEF000541,PO0000446,MCH028,None,50,2024-07-14,INS08,Accept
DEF000542,PO0001643,MCH022,None,5,2022-11-28,INS09,Rework
DEF000543,PO0004749,MCH015,Surface Scratch,6,2024-11-11,INS08,Pending
DEF000544,PO0001860,MCH033,Color Mismatch,28,2021-03-09,INS03,Rework
DEF000545,PO0003779,MCH028,Material Defect,17,2023-09-16,INS03,
DEF000546,PO0004406,MCH015,Surface Scratch,26,2024-07-25,INS08,Accept
DEF000547,PO0003912,MCH038,Dimensional Error,0,2022-01-31,INS03,Rework
DEF000548,PO0000776,MCH025,Surface Scratch,11,2023-11-10,INS06,Pending
DEF000549,PO0003623,MCH008,None,0,2023-04-24,INS07,Accept
DEF000550,PO0004849,MCH031,Dimensional Error,11,2024-12-12,INS06,Pending
DEF000551,PO0002623,MCH006,None,25,2024-05-16,INS06,
DEF000552,PO0001121,MCH050,None,17,2023-01-24,INS07,
DEF000553,PO0001819,MCH033,Surface Scratch,5,2024-12-31,INS07,Rework
DEF000554,PO0002939,MCH005,None,39,2024-10-02,INS02,Rework
DEF000555,PO0003582,MCH016,Surface Scratch,19,2024-10-01,INS02,Accept
DEF000556,PO0002276,MCH025,None,31,2022-10-20,INS07,Rework
DEF000557,PO0003822,MCH028,None,50,2022-05-23,INS10,Rework
DEF000558,PO0004466,MCH026,Dimensional Error,30,2024-12-19,INS07,Rework
DEF000559,PO0002246,MCH033,Assembly Fault,11,2023-09-27,INS01,Accept
DEF000560,PO0000089,MCH026,Assembly Fault,4,2024-07-09,INS08,Pending
DEF000561,PO0003069,MCH036,None,13,2024-08-24,INS03,Pending
DEF000562,PO0003431,MCH035,None,0,2022-09-21,INS05,Scrap
DEF000563,PO0000149,MCH048,None,47,2023-02-02,INS08,Pending
DEF000564,PO0002751,MCH005,None,31,2024-04-19,INS01,
DEF000565,PO0002537,MCH032,Surface Scratch,20,2024-05-26,INS07,Scrap
DEF000566,PO0000961,MCH021,Color Mismatch,30,2024-12-09,INS03,Accept
DEF000567,PO0004932,MCH032,None,46,2024-01-24,INS10,Accept
DEF000568,PO0001088,MCH045,Surface Scratch,6,2024-02-23,INS09,Rework
DEF000569,PO0002121,MCH050,None,41,2024-10-02,INS10,Scrap
DEF000570,PO0001808,MCH017,Material Defect,45,2022-08-27,INS09,Pending
DEF000571,PO0004032,MCH002,Material Defect,16,2023-09-07,INS08,
DEF000572,PO0003109,MCH041,Dimensional Error,9,2024-07-25,INS10,Rework
DEF000573,PO0000068,MCH030,None,21,2024-09-23,INS05,Scrap
DEF000574,PO0003394,MCH029,None,48,2023-12-21,INS09,Pending
DEF000575,PO0000186,MCH030,Surface Scratch,43,2023-09-19,INS09,Scrap
DEF000576,PO0003841,MCH022,Assembly Fault,32,2024-06-21,INS05,
DEF000577,PO0001930,MCH020,Surface Scratch,11,2024-09-15,INS01,Rework
DEF000578,PO0002105,MCH048,None,14,2023-07-07,INS08,
DEF000579,PO0004503,MCH022,None,12,2024-08-10,INS08,Accept
DEF000580,PO0000596,MCH022,Dimensional Error,34,2024-06-15,INS02,Rework
DEF000581,PO0000600,MCH005,None,1,2024-12-27,INS07,Rework
DEF000582,PO0000951,MCH004,None,20,2023-03-20,INS03,Accept
DEF000583,PO0000352,MCH042,Material Defect,25,2024-02-06,INS05,Pending
DEF000584,PO0002750,MCH036,Assembly Fault,41,2023-07-06,INS04,Scrap
DEF000585,PO0001619,MCH042,Surface Scratch,44,2024-07-22,INS01,Pending
DEF000586,PO0001692,MCH017,Surface Scratch,14,2024-01-15,INS01,Rework
DEF000587,PO0003285,MCH029,Surface Scratch,7,2023-08-11,INS09,Scrap
DEF000588,PO0000144,MCH025,None,9,2024-11-23,INS03,Accept
DEF000589,PO0004178,MCH031,Assembly Fault,49,2024-10-28,INS04,Rework
DEF000590,PO0002348,MCH002,Surface Scratch,26,2024-03-02,INS07,Scrap
DEF000591,PO0003494,MCH035,Dimensional Error,32,2024-11-23,INS05,Pending
DEF000592,PO0000154,MCH003,None,44,2021-03-22,INS08,Pending
DEF000593,PO0004347,MCH001,Dimensional Error,33,2024-04-06,INS04,
DEF000594,PO0001177,MCH045,Dimensional Error,39,2023-09-23,INS09,Pending
DEF000595,PO0004827,MCH047,Dimensional Error,36,2024-11-26,INS04,Accept
DEF000596,PO0003941,MCH010,Dimensional Error,38,2024-11-03,INS08,Pending
DEF000597,PO0001406,MCH027,Assembly Fault,27,2024-10-10,INS04,Accept
DEF000598,PO0000535,MCH018,Material Defect,1,2024-12-26,INS10,Accept
DEF000599,PO0002538,MCH003,Surface Scratch,5,2024-06-23,INS03,Pending
DEF000600,PO0001128,MCH009,Assembly Fault,47,2024-11-18,INS07,Rework
DEF000601,PO0001449,MCH047,Surface Scratch,31,2021-12-21,INS07,Accept
DEF000602,PO0000084,MCH010,Surface Scratch,6,2022-11-16,INS09,Pending
DEF000603,PO0000862,MCH027,Material Defect,22,2024-08-19,INS06,Pending
DEF000604,PO0004535,MCH032,None,13,2024-08-10,INS08,Rework
DEF000605,PO0003626,MCH039,Surface Scratch,28,2022-03-07,INS08,Rework
DEF000606,PO0000775,MCH032,Surface Scratch,18,2022-06-21,INS02,Pending
DEF000607,PO0002265,MCH033,Color Mismatch,40,2023-05-23,INS03,Rework
DEF000608,PO0004798,MCH037,None,31,2022-10-30,INS03,Scrap
DEF000609,PO0001706,MCH011,Assembly Fault,43,2024-05-18,INS08,Scrap
DEF000610,PO0001867,MCH004,Dimensional Error,32,2024-11-06,INS02,Accept
DEF000611,PO0001595,MCH018,Material Defect,50,2024-12-31,INS10,Pending
DEF000612,PO0004955,MCH023,Color Mismatch,25,2024-09-30,INS02,
DEF000613,PO0002395,MCH011,Assembly Fault,4,2024-06-28,INS05,Rework
DEF000614,PO0002137,MCH011,None,5,2024-10-09,INS07,Accept
DEF000615,PO0001203,MCH004,Material Defect,34,2024-01-20,INS10,Accept
DEF000616,PO0001369,MCH013,None,48,2024-05-06,INS04,
DEF000617,PO0001214,MCH045,Dimensional Error,21,2024-01-30,INS10,Accept
DEF000618,PO0003990,MCH038,Material Defect,34,2024-05-02,INS04,Pending
DEF000619,PO0002139,MCH008,Surface Scratch,26,2024-08-02,INS10,Rework
DEF000620,PO0002688,MCH007,None,47,2023-02-24,INS05,
DEF000621,PO0003978,MCH048,None,50,2023-11-22,INS05,Rework
DEF000622,PO0001750,MCH020,Surface Scratch,17,2024-12-22,INS05,
DEF000623,PO0004242,MCH005,Assembly Fault,16,2024-07-13,INS07,
DEF000624,PO0002924,MCH037,Assembly Fault,7,2023-12-24,INS08,
DEF000625,PO0001049,MCH015,None,44,2024-08-05,INS09,
DEF000626,PO0001195,MCH029,Assembly Fault,25,2024-04-08,INS01,Scrap
DEF000627,PO0000764,MCH049,Assembly Fault,14,2024-01-03,INS05,
DEF000628,PO0004442,MCH025,Surface Scratch,18,2023-12-27,INS01,Rework
DEF000629,PO0002041,MCH024,Surface Scratch,26,2023-06-21,INS05,Accept
DEF000630,PO0003292,MCH020,Dimensional Error,13,2023-10-16,INS09,
DEF000631,PO0004551,MCH030,Color Mismatch,1,2024-01-13,INS10,Accept
DEF000632,PO0000203,MCH005,Surface Scratch,3,2023-11-21,INS08,Accept
DEF000633,PO0004476,MCH001,Dimensional Error,26,2024-08-20,INS03,Scrap
DEF000634,PO0000398,MCH006,None,30,2023-11-21,INS01,Rework
DEF000635,PO0003562,MCH024,Surface Scratch,2,2024-10-17,INS04,Accept
DEF000636,PO0004767,MCH036,Material Defect,16,2024-04-06,INS03,Pending
DEF000637,PO0003579,MCH022,Assembly Fault,38,2024-03-12,INS06,Scrap
DEF000638,PO0000071,MCH027,Color Mismatch,40,2024-12-19,INS10,Pending
DEF000639,PO0001233,MCH030,Material Defect,19,2023-09-21,INS01,Accept
DEF000640,PO0001874,MCH039,Material Defect,11,2024-12-02,INS09,Rework
DEF000641,PO0000738,MCH005,None,12,2024-10-01,INS05,Scrap
DEF000642,PO0000893,MCH011,Dimensional Error,42,2024-05-13,INS05,Accept
DEF000643,PO0004720,MCH005,None,38,2024-11-19,INS02,Pending
DEF000644,PO0004897,MCH037,Assembly Fault,6,2024-05-31,INS10,Scrap
DEF000645,PO0003945,MCH001,Surface Scratch,26,2024-10-29,INS05,Scrap
DEF000646,PO0001973,MCH002,None,17,2024-03-18,INS04,
DEF000647,PO0004151,MCH028,Surface Scratch,36,2022-11-30,INS04,Pending
DEF000648,PO0003876,MCH047,None,1,2024-10-10,INS05,Scrap
DEF000649,PO0003166,MCH034,Surface Scratch,26,2022-08-31,INS06,Accept
DEF000650,PO0001613,MCH004,None,26,2024-07-26,INS09,Rework
DEF000651,PO0002910,MCH002,None,35,2024-04-22,INS02,Pending
DEF000652,PO0003691,MCH022,Material Defect,22,2024-12-31,INS02,Accept
DEF000653,PO0003135,MCH035,None,2,2024-12-14,INS04,Scrap
DEF000654,PO0001940,MCH003,Dimensional Error,6,2024-09-30,INS10,Scrap
DEF000655,PO0001014,MCH012,None,40,2024-04-21,INS10,Accept
DEF000656,PO0003395,MCH014,None,5,2024-09-27,INS08,Accept
DEF000657,PO0000355,MCH014,Surface Scratch,19,2024-10-21,INS06,
DEF000658,PO0004161,MCH033,None,7,2024-11-06,INS09,
DEF000659,PO0000664,MCH041,Dimensional Error,27,2023-10-18,INS10,
DEF000660,PO0001232,MCH004,Surface Scratch,1,2024-11-01,INS05,
DEF000661,PO0003985,MCH028,Material Defect,42,2024-07-23,INS09,Pending
DEF000662,PO0002455,MCH048,Material Defect,26,2022-01-29,INS10,Rework
DEF000663,PO0004918,MCH045,None,47,2024-11-15,INS10,
DEF000664,PO0000293,MCH040,Color Mismatch,42,2024-01-14,INS07,Pending
DEF000665,PO0002364,MCH033,None,13,2024-08-08,INS07,Pending
DEF000666,PO0000191,MCH024,None,32,2024-02-11,INS04,Rework
DEF000667,PO0001765,MCH024,Assembly Fault,42,2023-04-02,INS01,Rework
DEF000668,PO0000732,MCH029,Surface Scratch,27,2022-08-18,INS09,Pending
DEF000669,PO0002576,MCH030,None,42,2024-05-07,INS01,Pending
DEF000670,PO0001117,MCH035,Color Mismatch,18,2024-08-12,INS01,
DEF000671,PO0001100,MCH029,Color Mismatch,27,2024-09-10,INS07,
DEF000672,PO0002953,MCH008,Color Mismatch,7,2024-12-22,INS09,
DEF000673,PO0001413,MCH038,Surface Scratch,14,2024-01-25,INS02,Rework
DEF000674,PO0000245,MCH003,Dimensional Error,40,2024-01-01,INS06,Scrap
DEF000675,PO0004320,MCH008,None,22,2022-03-16,INS01,Pending
DEF000676,PO0001431,MCH048,Dimensional Error,4,2022-05-21,INS01,Rework
DEF000677,PO0003255,MCH042,Dimensional Error,38,2024-01-31,INS06,Accept
DEF000678,PO0002044,MCH019,Assembly Fault,39,2024-12-03,INS06,Rework
DEF000679,PO0001138,MCH019,None,37,2024-12-07,INS08,Rework
DEF000680,PO0000033,MCH024,None,23,2023-06-11,INS06,
DEF000681,PO0000262,MCH029,None,0,2024-08-22,INS01,Pending
DEF000682,PO0001722,MCH031,Surface Scratch,0,2024-05-31,INS08,Accept
DEF000683,PO0004521,MCH001,None,37,2024-02-02,INS03,Scrap
DEF000684,PO0001398,MCH031,Assembly Fault,40,2024-10-03,INS06,Pending
DEF000685,PO0004875,MCH033,Material Defect,45,2024-04-30,INS07,Rework
DEF000686,PO0004046,MCH010,Dimensional Error,10,2024-09-25,INS07,
DEF000687,PO0004636,MCH038,None,35,2023-07-03,INS02,Pending
DEF000688,PO0001146,MCH012,Surface Scratch,47,2024-08-07,INS01,
DEF000689,PO0003907,MCH048,None,48,2023-11-14,INS05,Rework
DEF000690,PO0002131,MCH044,None,7,2021-05-25,INS03,
DEF000691,PO0000619,MCH008,None,5,2024-07-31,INS04,Accept
DEF000692,PO0003497,MCH039,Color Mismatch,44,2024-07-17,INS03,Scrap
DEF000693,PO0003402,MCH031,None,28,2024-09-02,INS05,Accept
DEF000694,PO0002731,MCH022,Dimensional Error,31,2024-06-22,INS05,Rework
DEF000695,PO0001747,MCH029,Material Defect,7,2022-02-24,INS05,Pending
DEF000696,PO0002795,MCH018,Assembly Fault,22,2024-04-10,INS09,
DEF000697,PO0001868,MCH032,Surface Scratch,42,2023-01-19,INS02,
DEF000698,PO0000999,MCH003,Surface Scratch,12,2024-09-26,INS04,Rework
DEF000699,PO0004526,MCH039,Assembly Fault,47,2024-05-27,INS06,
DEF000700,PO0004014,MCH032,None,15,2023-11-24,INS02,Pending
DEF000701,PO0002573,MCH031,Assembly Fault,49,2024-07-24,INS01,Pending
DEF000702,PO0002196,MCH047,Assembly Fault,18,2024-08-30,INS03,Rework
