order_id,customer_id,employee_id,order_date,required_date,shipped_date,ship_country,freight
10359,NW0004,1,2023-11-16,2021-06-29,2021-01-16,Germany,87.28
10360,NW0008,5,2021-06-28,2021-02-12,2022-08-31,Canada,144.65
10361,NW0004,1,2022-02-14,2021-08-08,2021-03-08,Canada,71.79
10362,NW0004,8,2022-05-04,2024-12-24,2022-10-13,France,157.71
10363,NW0003,1,2022-05-24,2023-09-11,2022-06-16,Germany,22.39
10364,NW0001,9,2023-12-26,2023-03-08,2024-01-21,Mexico,21.25
10365,NW0003,1,2022-10-13,2022-10-26,2022-07-16,Mexico,69.37
10366,NW0003,9,2024-02-12,2021-10-23,2023-05-14,Mexico,15.56
10367,NW0009,5,2022-01-10,2022-10-18,2021-09-24,Mexico,71.78
10368,NW0007,4,2023-01-29,2021-07-12,2023-06-19,Mexico,118.93
10369,NW0003,5,2021-11-01,2024-06-04,2023-04-29,Canada,117.71
10370,NW0002,4,2023-05-26,2022-02-02,2021-01-05,Mexico,166.13
10371,NW0007,1,2023-12-09,2024-02-10,2024-10-07,Spain,169.19
10372,NW0007,9,2024-02-10,2021-10-20,2021-11-08,Sweden,7.53
10373,NW0003,8,2023-12-10,2023-01-25,2022-05-11,UK,25.13
10374,NW0006,8,2021-10-13,2022-07-09,2021-03-17,Germany,102.52
10375,NW0007,9,2022-11-05,2024-01-13,2021-04-02,Germany,147.68
10376,NW0007,6,2022-11-06,2022-02-03,2022-08-24,Germany,95.81
10377,NW0002,8,2023-12-16,2022-01-30,2024-07-07,France,91.37
10378,NW0006,2,2023-10-31,2021-04-07,2023-05-22,Canada,11.49
10379,NW0004,6,2023-09-30,2021-02-02,2023-10-07,Mexico,14.46
10380,NW0008,2,2022-06-20,2024-09-30,2021-08-04,Germany,158.14
10381,NW0008,1,2023-12-21,2022-03-01,2021-03-18,France,53.35
10382,NW0007,2,2023-10-29,2022-02-10,2024-12-16,Canada,77.81
10383,NW0006,4,2021-05-15,2021-07-19,2024-01-26,France,78.15
10384,NW0005,1,2021-10-02,2024-04-15,2021-12-04,Germany,63.81
10385,NW0004,6,2022-08-22,2024-06-22,2021-10-16,Mexico,44.83
10386,NW0001,5,2022-07-04,2024-04-28,2023-07-20,Spain,169.6
10387,NW0003,9,2021-10-09,2021-10-22,2023-02-20,Sweden,7.39
10388,NW0006,6,2023-03-25,2022-02-15,2024-04-14,Spain,34.84
10389,NW0002,5,2022-07-23,2021-01-09,2024-06-11,Spain,70.7
10390,NW0008,7,2023-09-10,2021-12-13,2023-04-25,Germany,53.48
10391,NW0002,5,2022-06-05,2023-10-17,2024-02-08,Mexico,58.25
10392,NW0004,3,2022-03-15,2021-07-16,2023-05-26,Mexico,120.54
10393,NW0010,9,2023-08-12,2024-10-16,2023-08-30,UK,195.07
10394,NW0009,7,2023-06-22,2024-04-03,2022-08-02,Germany,130.07
10395,NW0002,9,2021-08-18,2022-11-16,2024-08-02,France,146.29
10396,NW0002,4,2023-01-29,2021-01-24,2022-09-06,UK,17.4
10397,NW0004,9,2022-01-24,2021-12-25,2022-09-06,Canada,137.97
10398,NW0002,1,2022-12-02,2022-02-08,2021-05-12,Sweden,22.09
10399,NW0003,8,2022-11-23,2021-06-20,2024-07-03,Sweden,56.22
10400,NW0003,1,2022-02-22,2024-12-06,2023-10-02,France,132.44
10401,NW0007,1,2024-12-14,2022-12-10,2024-12-19,France,75.45
10402,NW0003,6,2024-10-30,2021-05-10,2024-02-10,France,19.08
10403,NW0009,9,2022-06-21,2024-09-29,2022-07-19,Sweden,81.7
10404,NW0004,1,2024-02-15,2021-02-03,2023-05-23,Mexico,42.45
10405,NW0006,5,2022-05-25,2024-02-10,2024-02-06,Germany,50.71
10406,NW0010,7,2022-09-03,2024-08-10,2024-08-17,Germany,5.87
10407,NW0002,8,2024-05-14,2024-05-12,2022-05-23,Mexico,110.54
10408,NW0004,4,2023-08-23,2024-08-18,2021-06-28,France,89.7
10409,NW0001,7,2024-10-06,2021-07-14,2021-08-02,Germany,141.91
10410,NW0009,6,2024-10-01,2024-09-19,2021-11-29,Sweden,45.39
10411,NW0010,5,2023-04-09,2023-06-19,2023-03-14,Spain,143.07
10412,NW0009,3,2023-09-11,2024-03-24,2024-01-14,Spain,34.91
10413,NW0005,1,2022-01-06,2021-06-23,2022-07-09,Canada,172.63
10414,NW0005,5,2022-04-24,2023-10-11,2023-03-14,Spain,112.04
10415,NW0008,4,2024-06-23,2021-04-20,2023-07-03,Sweden,126.4
10416,NW0006,9,2024-10-23,2021-08-25,2021-09-03,Germany,87.98
10417,NW0005,3,2024-01-18,2021-03-21,2023-08-13,Canada,35.36
10418,NW0007,9,2022-11-05,2024-10-28,2022-09-08,Germany,198.37
10419,NW0004,9,2022-02-18,2022-09-30,2024-10-21,Germany,183.99
10420,NW0008,6,2021-08-11,2022-02-10,2023-10-25,Mexico,24.87
10421,NW0010,7,2023-03-31,2024-09-28,2022-03-13,Canada,99.54
10422,NW0009,7,2021-02-25,2022-06-14,2024-07-13,Mexico,74.76
10423,NW0005,7,2023-10-10,2021-04-14,2024-03-01,Canada,180.27
10424,NW0001,3,2024-05-25,2024-05-17,2021-03-13,Mexico,180.98
10425,NW0008,7,2022-07-19,2023-11-06,2023-01-08,Mexico,159.47
10426,NW0010,8,2023-02-17,2024-07-12,2022-03-30,Germany,53.84
10427,NW0005,8,2021-12-18,2023-11-05,2022-09-19,France,11.76
10428,NW0009,5,2023-06-10,2023-01-27,2022-08-19,Germany,97.92
10429,NW0009,6,2021-01-30,2023-09-10,2021-11-05,Germany,162.28
10430,NW0010,2,2021-02-25,2024-05-07,2021-09-07,Germany,194.68
10431,NW0008,5,2021-01-26,2022-02-14,2023-11-27,UK,136.68
10432,NW0006,2,2022-09-30,2021-08-09,2024-11-23,Mexico,150.76
10433,NW0009,4,2021-12-11,2021-08-03,2024-03-11,France,127.57
10434,NW0010,3,2021-08-22,2022-05-09,2022-06-22,Mexico,29.19
10435,NW0003,2,2024-03-29,2022-08-23,2021-09-06,Canada,165.43
10436,NW0010,3,2024-08-01,2021-06-29,2024-04-11,Mexico,89.44
10437,NW0006,3,2022-10-26,2021-11-10,2023-07-21,Sweden,103.53
10438,NW0008,8,2022-04-22,2024-08-01,2024-10-18,UK,195.56
10439,NW0007,5,2023-10-08,2023-03-14,2022-01-18,Germany,39.08
10440,NW0010,9,2022-04-23,2023-01-02,2024-02-25,Sweden,133.96
10441,NW0010,4,2024-08-05,2023-04-14,2021-05-02,Germany,28.41
10442,NW0005,7,2024-12-16,2024-01-16,2022-02-18,UK,56.16
10443,NW0009,6,2023-12-27,2023-08-28,2022-05-21,Germany,24.91
10444,NW0009,1,2021-03-14,2021-12-16,2021-11-04,Spain,77.19
10445,NW0006,3,2022-08-16,2021-09-21,2022-02-11,France,15.5
10446,NW0010,3,2021-12-31,2024-10-13,2023-06-07,Spain,195.27
10447,NW0010,6,2023-09-29,2023-10-09,2024-09-11,Canada,112.12
10448,NW0002,6,2022-11-22,2022-05-16,2023-07-06,Spain,67.93
10449,NW0004,9,2021-12-28,2022-08-18,2022-10-23,Germany,120.39
10450,NW0009,2,2021-06-15,2023-09-19,2024-04-12,Germany,28.78
10451,NW0003,6,2021-01-02,2022-04-10,2024-09-16,UK,158.77
10452,NW0007,5,2023-06-20,2022-05-02,2024-08-05,UK,42.3
10453,NW0005,3,2023-10-31,2024-09-16,2021-12-03,Sweden,11.23
10454,NW0007,2,2022-01-18,2023-10-07,2021-10-30,Sweden,148.88
10455,NW0002,5,2023-01-28,2022-08-19,2024-12-24,Mexico,194.52
10456,NW0005,9,2024-04-25,2021-08-23,2021-12-04,Spain,193.36
10457,NW0006,2,2022-01-05,2022-07-07,2022-10-05,Spain,136.49
10458,NW0010,4,2024-01-20,2021-08-08,2024-03-25,Germany,84.08
10459,NW0004,2,2022-04-12,2022-11-08,2023-03-13,France,82.25
10460,NW0001,9,2023-07-07,2022-07-08,2023-07-09,Canada,19.89
10461,NW0007,6,2021-03-04,2023-06-28,2023-04-02,Sweden,186.29
10462,NW0007,1,2023-12-25,2024-03-12,2021-11-24,France,22.64
10463,NW0005,5,2021-10-01,2023-12-30,2022-06-07,Spain,105.71
10464,NW0008,4,2023-07-27,2024-10-31,2024-04-19,Spain,47.82
10465,NW0009,8,2023-05-14,2024-07-02,2024-05-03,Germany,114.98
10466,NW0004,1,2023-02-26,2023-10-30,2023-11-08,France,173.9
10467,NW0006,3,2022-05-02,2021-03-18,2023-04-19,Mexico,33.97
10468,NW0007,5,2022-05-13,2023-04-01,2024-06-16,Germany,64.18
10469,NW0010,6,2023-07-07,2023-06-22,2022-01-18,Canada,176.38
10470,NW0006,7,2023-10-13,2022-09-21,2022-01-08,Sweden,143.24
10471,NW0008,1,2022-11-03,2023-08-29,2024-07-25,Canada,106.88
10472,NW0005,5,2021-12-23,2021-03-08,2024-12-18,Spain,122.16
10473,NW0008,2,2022-05-17,2022-11-22,2024-04-13,Germany,19.62
10474,NW0006,9,2023-02-23,2021-08-19,2024-11-19,Germany,162.29
10475,NW0008,3,2023-05-29,2024-03-16,2022-10-05,Germany,95.93
10476,NW0005,6,2023-09-08,2023-03-17,2022-03-22,France,146.06
10477,NW0002,1,2021-06-29,2023-06-20,2021-11-16,France,65.12
10478,NW0001,7,2022-07-16,2024-05-19,2023-03-08,Germany,77.76
10479,NW0010,4,2023-10-13,2024-07-07,2021-10-12,Mexico,61.94
10480,NW0006,2,2023-09-24,2024-03-14,2021-07-01,Mexico,177.02
10481,NW0004,2,2021-03-13,2021-09-05,2024-12-29,Sweden,113.65
10482,NW0002,4,2021-08-05,2021-02-19,2022-12-18,France,136.44
10483,NW0008,9,2021-01-14,2021-06-13,2024-10-30,Germany,167.28
10484,NW0002,1,2022-09-21,2021-09-09,2022-01-04,France,58.4
10485,NW0009,8,2021-02-11,2021-12-03,2023-04-29,France,174.97
10486,NW0010,8,2024-01-10,2024-01-10,2023-09-09,Mexico,144.24
10487,NW0008,5,2024-03-27,2022-07-26,2022-03-19,UK,128.6
10488,NW0007,6,2023-11-09,2022-02-24,2022-07-08,Spain,147.79
10489,NW0006,8,2024-07-30,2022-09-13,2023-12-10,UK,57.46
10490,NW0003,1,2024-08-30,2023-12-31,2022-03-20,UK,97.07
10491,NW0004,5,2022-06-05,2021-12-12,2021-06-18,UK,22.68
10492,NW0004,5,2022-03-02,2022-09-03,2021-07-24,France,94.3
10493,NW0007,6,2022-09-06,2021-07-21,2022-03-02,Sweden,155.18
10494,NW0004,1,2023-09-02,2022-11-25,2021-08-15,Spain,145.02
10495,NW0003,1,2023-01-04,2024-12-20,2021-02-22,Mexico,121.97
10496,NW0010,2,2021-07-14,2024-12-11,2024-06-23,Mexico,80.7
10497,NW0010,2,2021-11-24,2021-04-05,2024-07-08,France,83.69
10498,NW0006,8,2024-09-14,2022-12-11,2022-05-27,Germany,132.34
10499,NW0003,9,2024-11-08,2022-07-02,2022-10-18,Canada,67.92
10500,NW0005,3,2023-09-05,2024-04-05,2023-05-26,Mexico,4.59
10501,NW0005,7,2023-09-16,2021-02-10,2022-09-01,UK,66.12
10502,NW0010,4,2023-03-16,2022-11-10,2024-07-24,UK,47.1
10503,NW0006,8,2024-01-07,2024-01-17,2022-07-10,Mexico,65.81
10504,NW0002,9,2021-02-03,2021-03-03,2023-10-30,Germany,66.87
10505,NW0002,9,2022-08-28,2024-04-27,2022-03-07,France,179.89
10506,NW0008,3,2021-01-22,2021-02-19,2022-09-14,Canada,4.71
10507,NW0003,2,2021-02-27,2021-07-06,2021-10-09,Mexico,57.87
10508,NW0007,3,2023-06-25,2022-03-17,2024-02-06,France,98.83
10509,NW0005,2,2022-10-23,2024-08-10,2022-01-15,Canada,31.61
10510,NW0010,2,2021-02-22,2022-05-08,2021-01-08,Germany,43.42
10511,NW0003,4,2022-06-08,2022-04-22,2023-12-05,Sweden,130.81
10512,NW0004,6,2021-12-21,2023-03-12,2022-07-25,Germany,114.24
10513,NW0002,8,2023-04-09,2022-08-30,2023-03-22,France,95.42
10514,NW0001,7,2022-03-21,2023-07-02,2023-02-05,France,112.48
10515,NW0003,8,2023-09-04,2021-09-20,2024-05-20,UK,18.46
10516,NW0003,2,2023-11-16,2021-09-25,2022-11-26,Mexico,93.09
10517,NW0005,5,2022-03-07,2023-09-23,2023-07-21,France,11.55
10518,NW0002,8,2022-08-31,2022-12-14,2024-04-27,Germany,86.22
10519,NW0006,8,2022-10-31,2024-11-05,2021-06-27,France,39.64
10520,NW0009,9,2022-03-25,2024-02-09,2022-11-28,France,173.24
10521,NW0002,1,2021-06-11,2021-07-28,2023-11-09,UK,25.41
10522,NW0002,3,2021-07-11,2021-08-01,2023-12-03,Germany,41.09
10523,NW0010,2,2022-11-17,2023-07-03,2021-11-04,Mexico,186.43
10524,NW0002,1,2024-10-09,2024-08-09,2022-07-14,UK,52.03
10525,NW0010,6,2024-04-13,2024-09-11,2021-05-11,France,138.91
10526,NW0003,4,2022-08-10,2021-08-22,2022-11-19,Spain,143.3
10527,NW0005,9,2024-05-20,2022-03-28,2021-09-10,Sweden,141.67
10528,NW0009,8,2022-09-22,2024-01-13,2023-01-16,France,72.45
10529,NW0009,6,2022-03-12,2021-09-10,2023-10-18,Germany,34.13
10530,NW0004,5,2023-02-25,2022-08-21,2024-07-12,Mexico,141.06
10531,NW0010,7,2021-08-07,2023-08-21,2023-06-24,Germany,43.93
10532,NW0010,2,2021-01-31,2022-06-03,2023-08-06,France,163.61
10533,NW0009,8,2023-10-02,2021-05-27,2021-05-28,Mexico,104.93
10534,NW0007,8,2021-10-22,2023-11-28,2022-09-26,Germany,70.34
10535,NW0005,5,2024-04-20,2021-06-23,2024-04-27,Canada,88.96
10536,NW0003,6,2021-10-16,2021-05-03,2021-04-28,Germany,81.82
10537,NW0010,5,2023-11-15,2024-05-14,2022-04-17,Sweden,174.12
10538,NW0008,8,2024-04-23,2023-02-14,2021-06-02,France,123.26
10539,NW0001,9,2023-09-19,2024-04-15,2023-03-05,Germany,97.89
10540,NW0003,3,2023-01-27,2022-05-28,2022-12-09,Canada,79.93
10541,NW0008,1,2024-08-15,2023-09-18,2021-10-18,France,118.67
10542,NW0007,7,2023-02-05,2021-08-11,2021-09-06,France,57.49
10543,NW0003,4,2021-04-01,2022-10-15,2024-12-11,Mexico,168.6
10544,NW0008,5,2021-11-04,2024-08-22,2024-02-05,Mexico,33.27
10545,NW0010,8,2024-07-12,2023-10-04,2021-09-08,France,130.39
10546,NW0009,9,2023-10-16,2024-01-03,2021-06-01,Spain,174.45
10547,NW0007,7,2024-02-11,2024-01-03,2021-12-31,Germany,68.54
10548,NW0003,8,2021-08-20,2022-08-25,2021-04-11,Germany,2.53
10549,NW0008,2,2022-01-24,2022-05-03,2022-07-23,Germany,197.99
10550,NW0003,2,2023-11-27,2021-04-06,2024-11-24,Mexico,51.69
10551,NW0006,1,2021-01-21,2021-05-04,2022-11-27,France,166.85
10552,NW0002,6,2023-05-22,2023-11-17,2024-07-19,Canada,31.98
10553,NW0004,2,2024-08-22,2024-12-11,2023-07-18,France,155.45
10554,NW0009,5,2021-05-05,2022-12-20,2021-12-31,Mexico,149.28
10555,NW0002,7,2021-02-23,2022-12-03,2023-05-05,Germany,10.29
10556,NW0005,7,2022-01-26,2024-12-22,2022-02-17,Mexico,96.82
10557,NW0005,6,2024-05-03,2024-06-29,2022-09-20,Sweden,7.16
10558,NW0008,2,2023-06-26,2021-02-07,2023-02-19,France,66.15
10559,NW0003,3,2024-05-02,2022-02-04,2021-06-28,Spain,164.4
10560,NW0003,8,2022-02-13,2024-06-23,2022-10-23,France,82.92
10561,NW0004,5,2023-12-17,2022-12-25,2024-06-19,France,31.94
10562,NW0005,5,2022-04-16,2023-11-01,2023-04-23,UK,191.26
10563,NW0003,5,2021-11-30,2023-01-07,2021-06-05,Spain,4.45
10564,NW0007,7,2022-04-02,2024-03-15,2024-05-28,Sweden,171.83
10565,NW0009,3,2021-12-03,2022-07-23,2022-05-05,Mexico,105.85
10566,NW0003,5,2022-12-08,2022-12-14,2023-04-21,UK,32.03
10567,NW0001,9,2023-06-13,2022-01-28,2022-09-27,Germany,95.07
10568,NW0005,9,2022-09-04,2021-03-30,2024-06-22,Canada,103.13
10569,NW0005,9,2022-08-10,2024-04-22,2024-06-29,Mexico,107.66
10570,NW0001,3,2023-07-27,2021-07-09,2022-01-22,Spain,179.27
10571,NW0001,9,2024-08-21,2024-12-09,2021-06-29,Mexico,182.7
10572,NW0006,9,2021-01-23,2021-08-18,2023-07-07,Mexico,60.5
10573,NW0009,2,2021-01-18,2022-11-07,2021-12-05,UK,124.36
10574,NW0004,4,2023-10-10,2024-05-24,2021-12-30,Germany,137.47
10575,NW0006,2,2023-05-06,2021-11-28,2024-10-23,Germany,122.41
10576,NW0005,9,2024-05-12,2021-06-22,2021-07-04,France,30.0
10577,NW0004,3,2022-02-16,2024-06-08,2023-10-23,UK,123.4
10578,NW0010,4,2023-07-01,2021-03-30,2023-08-18,Sweden,182.25
10579,NW0003,7,2024-10-01,2023-05-16,2023-04-25,UK,190.02
10580,NW0010,1,2023-07-15,2023-10-28,2022-12-25,Mexico,112.69
10581,NW0006,6,2023-09-05,2024-04-30,2023-11-24,UK,188.95
10582,NW0005,5,2023-09-03,2024-06-10,2024-04-18,France,176.03
10583,NW0004,4,2024-06-06,2024-06-16,2023-05-19,Spain,167.82
10584,NW0009,8,2022-09-19,2021-07-14,2021-09-29,France,29.98
10585,NW0009,4,2023-11-15,2022-11-01,2023-08-19,Canada,62.69
10586,NW0005,1,2021-07-03,2022-05-19,2022-07-29,Canada,107.27
10587,NW0004,5,2024-10-02,2021-05-27,2021-04-19,Germany,47.72
10588,NW0009,3,2022-07-16,2022-03-04,2022-12-13,Germany,120.59
10589,NW0005,8,2022-06-04,2023-05-03,2021-02-28,Spain,40.45
10590,NW0004,4,2024-01-27,2024-02-28,2022-09-18,Sweden,149.58
10591,NW0006,5,2022-07-06,2023-04-06,2023-06-22,France,10.39
10592,NW0004,2,2023-03-22,2024-05-01,2021-10-05,Mexico,29.78
10593,NW0007,3,2023-04-23,2021-10-17,2023-07-10,France,151.41
10594,NW0005,5,2022-06-09,2024-05-06,2024-10-09,Germany,156.43
10595,NW0007,6,2023-08-18,2023-05-21,2022-03-12,Germany,82.9
10596,NW0006,5,2021-02-26,2023-05-25,2022-03-30,Canada,137.27
10597,NW0007,2,2021-01-24,2024-07-09,2024-01-13,Germany,132.29
10598,NW0009,8,2023-09-16,2024-08-01,2022-09-10,Mexico,78.2
10599,NW0008,7,2024-03-07,2024-04-20,2023-01-09,Germany,167.8
10600,NW0005,5,2021-12-29,2023-08-01,2021-11-29,Mexico,124.93
10601,NW0008,8,2023-09-11,2022-04-13,2021-06-15,Germany,174.03
10602,NW0001,1,2022-07-27,2021-08-01,2022-10-12,Mexico,80.7
10603,NW0001,6,2022-05-14,2021-01-12,2021-06-03,Mexico,67.92
10604,NW0009,3,2021-12-15,2024-04-11,2024-08-10,France,145.22
10605,NW0004,5,2021-12-29,2023-06-11,2024-01-22,Mexico,46.39
10606,NW0003,7,2021-04-18,2022-11-12,2021-08-20,Mexico,63.64
10607,NW0001,6,2023-05-30,2023-02-05,2023-03-12,Spain,146.09
10608,NW0007,7,2021-08-09,2021-04-23,2024-08-27,Canada,39.67
10609,NW0007,7,2023-07-16,2023-03-07,2024-08-13,Canada,147.45
10610,NW0008,4,2023-04-30,2022-06-01,2024-02-25,Sweden,126.51
10611,NW0004,2,2024-10-09,2023-09-09,2024-09-05,Canada,160.02
10612,NW0008,9,2023-03-18,2024-04-18,2024-04-08,Sweden,122.07
10613,NW0010,1,2022-08-21,2024-08-28,2022-07-18,Mexico,188.83
10614,NW0003,4,2023-08-16,2022-02-21,2022-03-14,France,126.06
10615,NW0006,5,2021-10-09,2021-10-29,2024-02-19,Germany,145.43
10616,NW0004,7,2024-04-26,2021-01-21,2023-01-18,Germany,178.78
10617,NW0008,7,2024-03-05,2022-04-29,2022-09-16,France,8.21
10618,NW0008,3,2021-11-19,2022-05-23,2021-11-20,Canada,114.62
10619,NW0010,3,2022-06-08,2024-03-03,2024-08-20,Spain,157.14
10620,NW0003,5,2022-09-01,2023-02-22,2024-10-18,Sweden,34.72
10621,NW0009,7,2024-04-16,2024-10-10,2023-12-09,Germany,127.37
10622,NW0010,6,2024-03-30,2022-07-06,2024-01-27,France,18.83
10623,NW0003,6,2022-09-06,2022-09-24,2022-02-02,France,150.45
10624,NW0009,2,2021-03-31,2024-04-18,2022-09-04,Mexico,130.77
10625,NW0001,3,2022-08-24,2024-09-19,2021-05-19,Sweden,30.71
10626,NW0003,5,2023-01-13,2024-04-20,2022-02-27,Spain,46.53
10627,NW0001,1,2024-08-13,2023-01-26,2023-02-10,France,46.2
10628,NW0002,6,2023-01-22,2021-03-26,2023-05-28,Germany,42.25
10629,NW0009,5,2021-05-15,2022-04-14,2024-01-22,France,45.77
10630,NW0004,7,2024-07-11,2021-03-08,2021-02-06,Mexico,191.72
10631,NW0004,3,2022-08-13,2024-05-27,2023-01-24,France,176.97
10632,NW0009,7,2023-07-05,2024-02-14,2023-12-01,Mexico,174.72
10633,NW0003,1,2021-11-04,2021-11-19,2023-08-08,Mexico,47.27
10634,NW0010,2,2024-01-15,2021-06-28,2021-04-16,UK,55.44
10635,NW0007,8,2024-10-29,2021-12-11,2023-08-06,France,100.53
10636,NW0008,8,2023-06-07,2024-04-03,2024-08-17,Mexico,150.2
10637,NW0003,9,2021-03-31,2021-02-20,2023-11-11,Germany,170.2
10638,NW0006,2,2022-07-04,2023-08-29,2021-10-21,Mexico,17.98
10639,NW0002,6,2021-12-28,2022-02-21,2021-11-20,Sweden,143.85
10640,NW0007,3,2022-03-19,2024-06-19,2024-11-25,Germany,159.36
10641,NW0008,9,2022-05-22,2021-07-02,2022-04-10,Canada,164.13
10642,NW0002,6,2022-09-16,2023-12-15,2023-01-02,Mexico,105.69
10643,NW0001,5,2022-05-29,2021-04-29,2021-09-26,France,139.45
10644,NW0009,2,2023-06-04,2022-11-10,2023-01-26,UK,46.94
10645,NW0005,1,2022-10-24,2023-11-05,2023-05-23,Germany,60.51
10646,NW0001,2,2023-11-25,2023-12-31,2023-02-12,Mexico,7.66
10647,NW0005,6,2021-07-28,2023-10-31,2021-07-08,Spain,33.66
10648,NW0009,7,2022-10-04,2024-11-27,2021-11-28,UK,137.78
10649,NW0003,8,2022-03-12,2021-07-24,2024-03-08,Canada,191.17
10650,NW0005,2,2022-05-10,2023-10-22,2022-03-30,UK,87.86
10651,NW0008,8,2021-04-23,2021-09-16,2024-07-03,France,109.94
10652,NW0005,2,2024-07-31,2021-07-15,2022-07-01,Sweden,29.97
10653,NW0007,6,2022-04-21,2023-12-12,2024-08-02,France,127.15
10654,NW0005,4,2023-08-31,2023-11-25,2024-08-12,Sweden,76.44
10655,NW0003,1,2024-04-02,2022-10-11,2021-03-13,France,152.23
10656,NW0005,6,2023-10-01,2022-08-14,2024-04-06,Germany,116.06
10657,NW0001,8,2023-10-15,2021-03-30,2022-03-05,Germany,100.05
10658,NW0001,7,2023-07-11,2022-12-15,2023-06-02,Mexico,82.14
10659,NW0002,7,2024-11-28,2022-10-25,2023-04-24,UK,67.58
10660,NW0002,4,2024-07-19,2022-08-29,2021-01-08,France,45.21
10661,NW0010,7,2024-02-29,2024-01-14,2024-03-24,Sweden,75.49
10662,NW0010,9,2021-06-23,2023-06-09,2023-09-17,Mexico,193.39
10663,NW0002,5,2023-04-11,2024-09-14,2024-10-09,Mexico,167.77
10664,NW0003,2,2021-03-05,2023-03-28,2021-12-29,Germany,152.15
10665,NW0009,4,2021-04-20,2024-06-27,2023-10-14,Mexico,113.18
10666,NW0001,4,2023-07-03,2024-08-20,2023-10-15,Spain,101.94
10667,NW0001,1,2023-02-02,2023-01-21,2022-05-18,Germany,93.78
10668,NW0005,1,2023-02-22,2022-11-25,2024-04-14,Mexico,128.64
10669,NW0008,8,2023-05-09,2021-03-27,2023-02-11,Mexico,28.09
10670,NW0003,5,2022-02-27,2021-12-28,2022-07-24,Spain,118.85
10671,NW0008,9,2023-03-03,2021-07-05,2021-08-23,Mexico,119.05
10672,NW0007,3,2023-05-10,2022-09-19,2023-05-17,France,64.44
10673,NW0008,7,2024-04-03,2021-01-14,2024-07-05,France,76.6
10674,NW0004,4,2022-10-17,2024-11-18,2022-11-18,Germany,6.33
10675,NW0004,1,2023-11-22,2021-02-23,2024-04-27,France,23.24
10676,NW0004,8,2021-12-15,2023-11-02,2022-11-07,Canada,131.08
10677,NW0006,3,2021-09-01,2024-03-10,2023-09-02,France,196.03
10678,NW0005,9,2021-09-13,2023-12-27,2021-02-15,Mexico,162.19
10679,NW0004,2,2024-09-13,2024-03-14,2023-09-17,France,141.32
10680,NW0007,8,2023-04-28,2022-01-04,2022-08-23,France,69.63
10681,NW0009,5,2022-12-31,2023-01-09,2024-02-13,Canada,74.96
10682,NW0010,3,2021-07-12,2023-02-13,2023-01-16,France,43.57
10683,NW0001,9,2022-08-15,2021-10-19,2024-12-20,Canada,148.79
10684,NW0008,7,2022-10-23,2022-11-19,2023-04-29,Mexico,13.92
10685,NW0002,4,2024-06-14,2021-08-01,2024-07-27,Canada,64.82
10686,NW0004,6,2021-01-26,2024-07-18,2024-06-12,Mexico,53.34
10687,NW0003,3,2023-02-20,2023-02-13,2022-05-21,Germany,166.53
10688,NW0005,3,2022-11-01,2021-11-07,2021-09-30,France,176.9
10689,NW0001,9,2023-09-28,2023-05-27,2022-07-13,Spain,44.9
10690,NW0001,8,2021-01-12,2024-12-25,2022-03-27,Germany,61.76
10691,NW0010,8,2024-05-25,2023-02-09,2022-06-10,Sweden,16.29
10692,NW0005,8,2021-02-24,2022-01-23,2023-06-09,Spain,106.6
10693,NW0009,9,2023-02-16,2024-01-07,2021-01-09,Canada,109.14
10694,NW0008,4,2024-07-16,2024-08-21,2021-04-01,Germany,183.03
10695,NW0007,2,2021-05-27,2021-06-02,2021-11-20,Germany,30.86
10696,NW0006,8,2024-09-27,2024-02-25,2024-03-01,Spain,39.33
10697,NW0006,7,2022-03-14,2023-11-10,2023-10-13,UK,183.63
10698,NW0009,2,2024-03-13,2023-07-10,2021-12-05,Sweden,177.93
10699,NW0009,3,2022-04-28,2023-02-19,2022-06-12,Mexico,72.4
10700,NW0010,9,2024-03-31,2023-09-06,2021-06-22,Canada,23.21
10701,NW0005,6,2024-08-10,2022-08-12,2022-02-16,Mexico,114.27
10702,NW0005,1,2024-12-29,2024-06-23,2024-03-07,Germany,93.92
10703,NW0008,5,2022-10-25,2021-04-18,2022-07-18,Canada,35.52
10704,NW0009,8,2023-06-05,2023-11-05,2022-05-19,Sweden,103.41
10705,NW0006,5,2023-11-19,2023-09-17,2021-01-21,France,38.63
10706,NW0009,6,2022-05-25,2024-11-29,2023-05-20,France,48.14
10707,NW0007,4,2023-03-19,2024-04-08,2022-02-13,France,147.6
10708,NW0004,6,2024-03-24,2021-10-12,2022-07-22,Canada,172.57
10709,NW0004,1,2023-10-17,2022-10-10,2021-02-06,Canada,73.61
10710,NW0002,7,2022-09-30,2023-08-03,2022-08-08,Spain,35.72
10711,NW0006,3,2022-10-02,2022-11-01,2022-03-25,France,193.06
10712,NW0010,9,2022-11-28,2023-09-15,2022-12-03,Spain,11.3
10713,NW0003,5,2021-07-16,2021-04-12,2022-12-04,Spain,184.3
10714,NW0003,1,2024-09-04,2024-09-09,2023-03-22,Mexico,69.57
10715,NW0010,1,2024-05-21,2021-07-12,2022-10-23,France,28.22
10716,NW0006,9,2022-09-03,2023-12-08,2021-11-24,Spain,42.45
10717,NW0009,4,2023-02-02,2021-11-19,2022-08-23,France,62.09
