order_id,product_id,unit_price,quantity,discount
10335,18,29.58,20,0
10335,5,138.59,17,0
10336,20,110.63,15,0.15
10336,19,126.75,8,0
10336,8,121.87,20,0.2
10336,25,126.69,6,0.2
10337,5,138.59,2,0
10337,7,100.8,25,0
10337,8,121.87,6,0
10337,17,46.73,13,0.15
10337,15,45.97,15,0.1
10338,1,68.16,18,0
10338,10,122.41,3,0.2
10338,11,9.48,14,0
10339,17,46.73,2,0.2
10339,2,46.31,19,0.05
10340,25,126.69,21,0.15
10340,3,23.37,16,0
10340,14,50.34,15,0.05
10340,9,15.53,23,0
10340,28,82.66,15,0.15
10341,1,68.16,15,0.2
10341,16,53.06,23,0
10341,5,138.59,15,0.1
10342,29,88.3,30,0
10343,15,45.97,7,0
10343,26,71.88,8,0
10343,29,88.3,17,0.05
10344,1,68.16,2,0.05
10344,3,23.37,19,0
10345,14,50.34,12,0.1
10345,19,126.75,2,0
10345,17,46.73,29,0
10346,23,89.13,10,0
10347,11,9.48,1,0
10347,26,71.88,16,0
10348,20,110.63,6,0.2
10348,6,126.81,29,0
10348,16,53.06,10,0.2
10349,4,102.11,5,0.1
10349,19,126.75,25,0
10350,11,9.48,29,0.05
10350,6,126.81,3,0.15
10350,6,126.81,4,0
10351,1,68.16,20,0
10351,9,15.53,2,0
10352,4,102.11,4,0.15
10352,2,46.31,29,0.1
10352,15,45.97,13,0
10352,26,71.88,5,0.05
10352,27,108.23,25,0
10353,4,102.11,4,0
10353,22,50.69,19,0.1
10353,25,126.69,19,0
10353,8,121.87,1,0.15
10354,5,138.59,14,0.2
10354,30,9.6,30,0
10355,25,126.69,29,0.2
10355,10,122.41,7,0.15
10355,27,108.23,10,0
10355,10,122.41,9,0
10356,12,36.32,6,0.15
10356,10,122.41,12,0.1
10356,8,121.87,6,0
10357,8,121.87,11,0.2
10357,21,37.41,15,0.2
10358,16,53.06,20,0.15
10358,5,138.59,7,0
10358,14,50.34,5,0
10358,29,88.3,6,0
10358,19,126.75,24,0.1
10359,30,9.6,16,0.2
10360,19,126.75,21,0.05
10360,27,108.23,21,0
10360,7,100.8,4,0
10361,29,88.3,10,0.05
10361,5,138.59,17,0
10361,5,138.59,26,0.2
10361,1,68.16,13,0
10361,22,50.69,27,0.05
10362,11,9.48,17,0.15
10363,10,122.41,3,0.2
10363,18,29.58,12,0.1
10363,6,126.81,16,0
10363,26,71.88,13,0
10364,17,46.73,29,0.15
10364,26,71.88,26,0
10365,22,50.69,25,0.1
10365,12,36.32,3,0.1
10366,25,126.69,20,0.05
10367,21,37.41,30,0.2
10368,1,68.16,3,0.1
10369,16,53.06,26,0.2
10369,23,89.13,12,0.15
10369,5,138.59,13,0.1
10369,12,36.32,14,0.15
10370,28,82.66,8,0.2
10370,19,126.75,22,0
10371,16,53.06,21,0.1
10371,4,102.11,1,0.15
10372,5,138.59,27,0.1
10372,26,71.88,21,0
10372,1,68.16,6,0
10372,30,9.6,10,0
10372,6,126.81,6,0.15
10373,12,36.32,17,0
10373,17,46.73,13,0.2
10373,25,126.69,21,0.05
10373,21,37.41,19,0
10374,5,138.59,22,0
10374,28,82.66,20,0
10374,14,50.34,17,0.1
10374,24,33.59,23,0.05
10375,4,102.11,25,0
10375,19,126.75,8,0
10375,10,122.41,14,0.15
10375,9,15.53,26,0.15
10376,7,100.8,7,0.1
10376,23,89.13,1,0
10376,11,9.48,30,0
10376,26,71.88,22,0.1
10377,24,33.59,8,0.05
10377,10,122.41,10,0
10377,15,45.97,19,0
10377,9,15.53,25,0.15
10378,4,102.11,22,0
10378,1,68.16,7,0.05
10378,29,88.3,23,0
10378,1,68.16,16,0
10379,12,36.32,15,0.2
10379,10,122.41,9,0.1
10379,6,126.81,6,0.15
10379,19,126.75,9,0
10379,23,89.13,7,0.05
10380,4,102.11,18,0.15
10380,25,126.69,29,0
10380,25,126.69,15,0
10380,30,9.6,23,0
10380,6,126.81,28,0.15
10381,9,15.53,28,0.15
10382,28,82.66,13,0
10382,9,15.53,22,0
10383,21,37.41,4,0
10383,17,46.73,21,0
10384,26,71.88,11,0.15
10384,28,82.66,20,0
10384,20,110.63,5,0
10384,6,126.81,13,0
10385,18,29.58,20,0.15
10386,14,50.34,28,0
10386,2,46.31,13,0
10387,6,126.81,21,0
10387,12,36.32,3,0
10388,30,9.6,8,0
10388,4,102.11,25,0.05
10388,18,29.58,10,0.2
10389,15,45.97,8,0.05
10389,11,9.48,15,0.05
10389,1,68.16,3,0.15
10389,2,46.31,14,0.05
10390,12,36.32,20,0.2
10390,10,122.41,22,0
10390,14,50.34,22,0
10391,17,46.73,3,0.2
10391,1,68.16,4,0
10392,7,100.8,11,0.1
10393,11,9.48,22,0
10393,27,108.23,24,0
10393,8,121.87,22,0.15
10393,6,126.81,26,0.1
10394,18,29.58,3,0.2
10394,12,36.32,6,0
10394,9,15.53,10,0.1
10394,4,102.11,18,0.05
10395,11,9.48,25,0.1
10396,5,138.59,14,0.05
10396,29,88.3,18,0
10397,24,33.59,3,0.05
10397,22,50.69,15,0
10397,11,9.48,12,0
10397,5,138.59,27,0.15
10397,27,108.23,27,0.2
10398,23,89.13,30,0.1
10398,1,68.16,28,0.05
10398,4,102.11,3,0
10398,17,46.73,28,0.2
10398,8,121.87,10,0.1
10399,13,137.34,16,0.05
10400,26,71.88,6,0
10400,12,36.32,8,0
10400,30,9.6,8,0.15
10401,20,110.63,26,0
10401,28,82.66,27,0
10402,8,121.87,2,0
10403,24,33.59,30,0.05
10403,18,29.58,14,0
10403,18,29.58,12,0.2
10403,4,102.11,30,0.15
10403,10,122.41,22,0
10404,2,46.31,22,0.2
10404,4,102.11,15,0.2
10404,25,126.69,27,0.15
10404,6,126.81,3,0
10404,16,53.06,24,0.15
10405,25,126.69,20,0.2
10405,29,88.3,24,0.1
10406,15,45.97,2,0
10406,26,71.88,23,0.15
10406,11,9.48,8,0
10406,28,82.66,22,0
10406,15,45.97,28,0.05
10407,2,46.31,3,0
10408,2,46.31,17,0.2
10409,9,15.53,12,0.1
10409,29,88.3,29,0
10409,20,110.63,20,0.2
10409,28,82.66,22,0.15
10410,19,126.75,18,0.1
10411,7,100.8,4,0.05
10412,24,33.59,17,0
10412,11,9.48,19,0.1
10412,27,108.23,5,0.1
10413,18,29.58,1,0
10413,16,53.06,9,0
10414,24,33.59,5,0
10414,3,23.37,16,0.15
10414,1,68.16,5,0.15
10414,14,50.34,23,0.05
10414,29,88.3,27,0
10415,11,9.48,3,0.2
10415,20,110.63,30,0
10415,30,9.6,17,0
10416,6,126.81,16,0.05
10417,17,46.73,9,0.05
10418,24,33.59,26,0
10418,25,126.69,29,0.2
10419,1,68.16,7,0.05
10419,9,15.53,14,0
10419,27,108.23,3,0.2
10420,18,29.58,23,0.1
10421,20,110.63,30,0.2
10421,25,126.69,8,0
10421,8,121.87,23,0
10421,11,9.48,23,0.2
10422,2,46.31,5,0
10422,27,108.23,17,0.1
10422,28,82.66,20,0.05
10422,22,50.69,15,0.15
10422,22,50.69,16,0.1
10423,8,121.87,16,0.15
10424,3,23.37,14,0.2
10424,17,46.73,8,0
10424,30,9.6,7,0.15
10425,15,45.97,12,0.2
10425,5,138.59,30,0.2
10425,4,102.11,30,0.2
10425,1,68.16,4,0.05
10426,26,71.88,6,0.1
10427,12,36.32,18,0.2
10427,8,121.87,22,0
10427,17,46.73,18,0.15
10428,18,29.58,19,0.2
10428,3,23.37,10,0.05
10428,3,23.37,15,0
10428,21,37.41,18,0.1
10429,24,33.59,17,0
10429,14,50.34,23,0
10429,13,137.34,16,0.15
10429,23,89.13,27,0.1
10429,30,9.6,20,0.2
10430,8,121.87,17,0.2
10430,5,138.59,26,0.05
10430,14,50.34,15,0.2
10430,27,108.23,14,0
10431,26,71.88,18,0
10431,29,88.3,25,0.1
10431,8,121.87,25,0.15
10431,3,23.37,2,0
10432,21,37.41,27,0.2
10432,10,122.41,13,0
10433,18,29.58,3,0.2
10434,25,126.69,18,0.05
10435,18,29.58,27,0
10435,19,126.75,28,0.2
10435,1,68.16,2,0.2
10435,28,82.66,20,0
10436,20,110.63,22,0.1
10437,17,46.73,15,0.2
10437,30,9.6,20,0
10438,22,50.69,15,0.2
10438,1,68.16,20,0
10438,30,9.6,10,0.15
10439,20,110.63,26,0.2
10439,10,122.41,24,0.2
10439,13,137.34,3,0.1
10439,10,122.41,20,0.15
10440,19,126.75,30,0.05
10441,23,89.13,13,0.1
10441,24,33.59,13,0
10441,24,33.59,1,0
10442,7,100.8,19,0.05
10442,18,29.58,30,0.05
10442,23,89.13,15,0.05
10442,1,68.16,14,0.1
10442,2,46.31,20,0.15
10443,22,50.69,10,0
10443,11,9.48,26,0
10443,2,46.31,25,0.05
10444,22,50.69,28,0.1
10444,3,23.37,12,0.15
10444,13,137.34,5,0.2
10444,5,138.59,7,0.15
10444,28,82.66,21,0.2
10445,8,121.87,26,0.15
10445,3,23.37,16,0.1
10445,27,108.23,25,0.05
10445,2,46.31,8,0
10446,11,9.48,27,0.05
10446,27,108.23,15,0.05
10446,28,82.66,6,0
10447,20,110.63,30,0.2
10447,7,100.8,3,0.1
10448,26,71.88,3,0.2
10448,19,126.75,22,0.1
10449,4,102.11,4,0
10449,29,88.3,13,0.1
10450,4,102.11,5,0
10450,16,53.06,30,0
10450,4,102.11,28,0.2
10450,18,29.58,20,0.05
10450,13,137.34,5,0
10451,29,88.3,29,0
10451,13,137.34,27,0.1
10451,9,15.53,30,0
10451,9,15.53,30,0.15
10452,11,9.48,17,0
10452,2,46.31,26,0.15
10452,9,15.53,30,0
10452,20,110.63,11,0.1
10453,4,102.11,16,0
10453,28,82.66,7,0.2
10453,23,89.13,3,0
10453,28,82.66,5,0
10454,12,36.32,6,0.1
10454,19,126.75,9,0
10454,4,102.11,19,0.05
10454,26,71.88,4,0.2
10454,9,15.53,28,0.15
10455,25,126.69,26,0
10455,16,53.06,9,0.15
10455,24,33.59,27,0
10456,6,126.81,15,0.05
10456,5,138.59,12,0
10456,28,82.66,24,0
10456,20,110.63,22,0
10456,20,110.63,6,0.05
10457,20,110.63,25,0
10457,20,110.63,28,0.1
10457,19,126.75,4,0.05
10457,15,45.97,22,0.1
10457,15,45.97,4,0.2
10458,14,50.34,16,0.15
10458,10,122.41,3,0.05
10458,26,71.88,3,0.2
10458,7,100.8,23,0
10459,25,126.69,8,0
10459,12,36.32,23,0.1
10460,21,37.41,7,0.2
10460,2,46.31,28,0.2
10460,6,126.81,26,0.1
10461,17,46.73,27,0
10462,29,88.3,5,0
10463,1,68.16,8,0
10463,15,45.97,30,0.05
10464,16,53.06,12,0
10465,13,137.34,14,0
10466,9,15.53,25,0.05
10466,13,137.34,17,0.05
10466,6,126.81,12,0
10467,14,50.34,17,0.15
10467,25,126.69,29,0
10468,13,137.34,8,0
10468,23,89.13,25,0.2
10468,28,82.66,19,0.1
10468,15,45.97,7,0.15
10468,8,121.87,7,0
10469,26,71.88,27,0
10470,11,9.48,23,0
10471,16,53.06,4,0
10471,28,82.66,6,0.2
10472,21,37.41,24,0.15
10472,26,71.88,25,0.05
10472,30,9.6,16,0
10472,10,122.41,29,0.05
10473,8,121.87,30,0.15
10473,1,68.16,2,0
10473,21,37.41,25,0
10473,1,68.16,15,0.2
10474,20,110.63,20,0
10474,27,108.23,7,0.1
10474,5,138.59,15,0.15
10474,4,102.11,3,0.05
10474,23,89.13,27,0
10475,28,82.66,8,0.05
10475,7,100.8,22,0
10475,27,108.23,26,0.05
10475,16,53.06,17,0.15
10475,8,121.87,12,0
10476,30,9.6,23,0
10476,6,126.81,8,0
10476,23,89.13,27,0
10476,21,37.41,4,0
10477,17,46.73,30,0.2
10478,5,138.59,17,0.15
10478,3,23.37,21,0
10479,22,50.69,16,0
10479,18,29.58,10,0
10479,21,37.41,6,0.15
10479,24,33.59,24,0.2
10480,24,33.59,25,0
10480,5,138.59,11,0.1
10480,26,71.88,26,0.2
10480,21,37.41,22,0.1
10480,27,108.23,30,0.1
10481,16,53.06,16,0.15
10481,23,89.13,23,0
10481,16,53.06,16,0
10482,24,33.59,9,0
10482,8,121.87,3,0
10483,28,82.66,5,0
10483,27,108.23,29,0
10483,27,108.23,3,0.2
10484,16,53.06,26,0
10484,17,46.73,25,0
10484,6,126.81,22,0
10484,22,50.69,23,0
10485,16,53.06,20,0.2
10485,13,137.34,22,0.15
10485,28,82.66,15,0.1
10485,15,45.97,2,0.1
10486,3,23.37,24,0.15
10486,19,126.75,10,0
10486,17,46.73,8,0.15
10487,9,15.53,5,0.05
10487,30,9.6,21,0
10487,18,29.58,18,0
10487,13,137.34,24,0.1
10487,29,88.3,2,0.05
10488,30,9.6,7,0
10488,18,29.58,2,0
10488,3,23.37,6,0
10489,23,89.13,8,0.15
10490,3,23.37,11,0.05
10490,1,68.16,23,0
10490,4,102.11,22,0
10491,24,33.59,21,0
10492,4,102.11,24,0.15
10492,29,88.3,14,0
10492,2,46.31,8,0.2
10492,8,121.87,6,0.2
10492,29,88.3,30,0
10493,3,23.37,19,0.2
10493,6,126.81,30,0.2
10493,8,121.87,29,0.15
10493,26,71.88,14,0.15
10494,24,33.59,4,0
10494,12,36.32,24,0.2
10494,26,71.88,28,0
10494,7,100.8,20,0
10494,16,53.06,10,0
10495,24,33.59,13,0
10495,5,138.59,21,0.15
10495,18,29.58,30,0.1
10496,14,50.34,5,0
10496,26,71.88,18,0.2
10496,10,122.41,3,0.2
10497,20,110.63,5,0.15
10497,6,126.81,20,0
10498,29,88.3,13,0
10498,9,15.53,15,0.2
10498,30,9.6,29,0.15
10498,26,71.88,23,0.2
10499,6,126.81,15,0.05
10499,29,88.3,7,0.1
10499,8,121.87,13,0.2
10499,26,71.88,11,0
10500,18,29.58,21,0.05
10500,30,9.6,14,0
10500,21,37.41,18,0
10501,12,36.32,2,0
10501,13,137.34,21,0
10502,1,68.16,16,0
10503,20,110.63,7,0
10503,23,89.13,4,0
10503,15,45.97,6,0
10503,10,122.41,20,0.2
10504,23,89.13,17,0.05
10505,15,45.97,30,0.2
10505,3,23.37,12,0
10505,21,37.41,22,0
10505,12,36.32,2,0
10505,21,37.41,7,0.15
10506,4,102.11,29,0.1
10506,26,71.88,1,0
10506,4,102.11,21,0
10506,18,29.58,21,0.15
10506,16,53.06,17,0
10507,6,126.81,18,0
10507,9,15.53,3,0.15
10507,28,82.66,29,0.2
10507,27,108.23,9,0
10507,26,71.88,27,0
10508,16,53.06,26,0.1
10508,9,15.53,19,0.2
10508,1,68.16,21,0
10508,10,122.41,2,0.15
10508,15,45.97,15,0
10509,28,82.66,27,0.15
10509,29,88.3,20,0
10510,29,88.3,7,0.05
10510,22,50.69,19,0.15
10510,5,138.59,9,0
10511,1,68.16,13,0.2
10511,30,9.6,11,0.1
10511,20,110.63,24,0
10511,15,45.97,12,0
10511,13,137.34,2,0
10512,15,45.97,5,0.1
10512,22,50.69,23,0
10513,21,37.41,10,0.05
10513,26,71.88,1,0.1
10513,29,88.3,17,0
10513,16,53.06,20,0.05
10514,26,71.88,21,0.15
10514,12,36.32,21,0
10514,4,102.11,3,0
10515,11,9.48,21,0.05
10515,1,68.16,8,0
10515,13,137.34,26,0
10516,15,45.97,19,0.2
10516,3,23.37,23,0
10516,15,45.97,29,0
10516,18,29.58,4,0
10517,9,15.53,8,0.2
10517,16,53.06,6,0
10517,6,126.81,21,0.1
10517,15,45.97,10,0.1
10517,11,9.48,26,0
10518,20,110.63,2,0
10518,2,46.31,10,0.2
10519,21,37.41,9,0.2
10519,28,82.66,25,0.2
10519,11,9.48,15,0
10519,15,45.97,1,0
10520,20,110.63,11,0
10520,20,110.63,5,0.05
10520,26,71.88,19,0.15
10521,20,110.63,26,0.15
10521,20,110.63,2,0.15
10521,24,33.59,22,0.15
10521,27,108.23,17,0.15
10521,3,23.37,14,0.05
10522,13,137.34,25,0.15
10522,23,89.13,13,0.15
10522,13,137.34,9,0.2
10522,9,15.53,25,0.1
10522,21,37.41,9,0
10523,11,9.48,20,0
10523,12,36.32,29,0.15
10523,1,68.16,16,0
10523,17,46.73,20,0
10523,20,110.63,22,0.2
10524,21,37.41,18,0.2
10524,9,15.53,24,0
10524,3,23.37,17,0
10525,16,53.06,29,0.1
10525,21,37.41,5,0
10525,8,121.87,22,0.05
10525,12,36.32,27,0.05
10526,8,121.87,26,0
10527,4,102.11,11,0.15
10528,15,45.97,26,0
10528,14,50.34,28,0
10528,13,137.34,24,0.2
10528,25,126.69,2,0
10528,17,46.73,4,0.05
10529,25,126.69,13,0.1
10529,12,36.32,12,0
10529,10,122.41,19,0
10529,12,36.32,17,0
10530,24,33.59,27,0
10530,24,33.59,20,0.05
10530,2,46.31,13,0.2
10531,5,138.59,17,0.05
10531,29,88.3,12,0.15
10531,24,33.59,29,0.2
10532,22,50.69,7,0.15
10532,15,45.97,10,0.05
10533,11,9.48,24,0.1
10533,5,138.59,27,0.05
10533,26,71.88,20,0
10534,13,137.34,7,0.1
10534,24,33.59,23,0
10534,15,45.97,5,0.05
10534,29,88.3,8,0
10535,3,23.37,14,0
10535,21,37.41,5,0
10535,16,53.06,1,0.2
10535,29,88.3,1,0
10536,21,37.41,17,0
10536,3,23.37,7,0.1
10537,20,110.63,3,0.1
10537,23,89.13,27,0.1
10537,9,15.53,16,0.05
10537,5,138.59,13,0.1
10538,1,68.16,27,0.15
10538,15,45.97,4,0
10538,18,29.58,1,0
10538,12,36.32,7,0.15
10539,23,89.13,12,0.05
10539,14,50.34,16,0.2
10539,28,82.66,10,0
10539,24,33.59,24,0.15
10539,30,9.6,5,0.1
10540,29,88.3,8,0.1
10541,26,71.88,22,0.2
10542,1,68.16,29,0
10542,20,110.63,23,0.05
10542,25,126.69,12,0.15
10543,17,46.73,4,0
10544,19,126.75,23,0.1
10544,23,89.13,4,0.15
10544,29,88.3,16,0
10544,27,108.23,27,0.05
10545,18,29.58,24,0
10545,22,50.69,9,0.05
10545,23,89.13,27,0
10546,14,50.34,9,0
10547,21,37.41,1,0.05
10547,26,71.88,24,0
10547,8,121.87,14,0.15
10547,29,88.3,3,0.15
10548,15,45.97,9,0.15
10548,18,29.58,25,0.15
10548,17,46.73,20,0
10549,20,110.63,24,0
10549,16,53.06,11,0.1
10549,5,138.59,3,0.2
10549,25,126.69,16,0.15
10550,17,46.73,13,0.1
10550,5,138.59,26,0
10550,12,36.32,7,0.2
10550,16,53.06,24,0.1
10551,13,137.34,9,0.1
10551,12,36.32,19,0
10551,1,68.16,14,0
10551,19,126.75,22,0
10552,24,33.59,17,0
10552,25,126.69,5,0.15
10552,16,53.06,4,0.1
10552,14,50.34,9,0.2
10553,2,46.31,23,0.15
10554,29,88.3,15,0.1
10554,22,50.69,20,0.05
10554,4,102.11,17,0.15
10555,2,46.31,3,0.05
10555,10,122.41,22,0
10555,15,45.97,5,0.15
10556,10,122.41,30,0
10556,28,82.66,5,0.2
10556,25,126.69,28,0
10556,3,23.37,22,0
10557,8,121.87,8,0
10557,27,108.23,27,0.2
10558,1,68.16,14,0
10558,23,89.13,6,0
10559,2,46.31,13,0.1
10559,9,15.53,22,0.05
10560,28,82.66,23,0
10560,9,15.53,12,0.15
10560,10,122.41,30,0.05
10560,13,137.34,11,0
10560,22,50.69,23,0
10561,22,50.69,30,0
10561,27,108.23,25,0
10562,24,33.59,17,0
10562,14,50.34,22,0.2
10563,8,121.87,11,0.15
10563,18,29.58,3,0
10564,29,88.3,27,0
10564,17,46.73,1,0.1
10564,17,46.73,4,0.2
10565,8,121.87,30,0.05
10565,15,45.97,5,0.2
10565,26,71.88,1,0
10566,22,50.69,28,0.15
10566,9,15.53,20,0.2
10566,4,102.11,14,0.2
10566,10,122.41,28,0
10566,4,102.11,20,0.15
10567,16,53.06,18,0.15
10567,13,137.34,19,0.05
10567,15,45.97,9,0.1
10567,8,121.87,2,0.1
10568,26,71.88,20,0
10569,20,110.63,30,0
10569,7,100.8,10,0.15
10569,9,15.53,24,0
10570,9,15.53,29,0.15
10570,13,137.34,30,0
10571,4,102.11,20,0.2
10572,11,9.48,9,0
10573,8,121.87,1,0.05
10573,28,82.66,13,0.05
10574,25,126.69,18,0.1
10575,16,53.06,21,0.15
10576,26,71.88,3,0.05
10576,26,71.88,1,0.15
10576,24,33.59,3,0.05
10577,13,137.34,16,0
10577,10,122.41,30,0.05
10577,15,45.97,14,0
10577,8,121.87,25,0
10578,6,126.81,28,0.1
10578,15,45.97,19,0
10578,25,126.69,8,0.1
10578,27,108.23,21,0
10578,16,53.06,25,0
10579,28,82.66,16,0.05
10579,6,126.81,18,0.1
10579,15,45.97,28,0.15
10579,10,122.41,25,0.05
10579,28,82.66,18,0.2
10580,21,37.41,1,0.2
10580,1,68.16,28,0.2
10580,22,50.69,29,0
10581,9,15.53,25,0.05
10581,27,108.23,27,0.05
10581,8,121.87,26,0.15
10582,20,110.63,7,0.05
10582,6,126.81,22,0
10583,14,50.34,11,0
10583,22,50.69,15,0.1
10583,2,46.31,1,0
10584,9,15.53,7,0
10584,27,108.23,29,0.05
10584,24,33.59,6,0.15
10584,10,122.41,2,0.2
10585,21,37.41,6,0.1
10585,24,33.59,14,0.1
10585,23,89.13,11,0
10586,23,89.13,2,0
10586,17,46.73,9,0
10586,22,50.69,25,0
10586,15,45.97,22,0.1
10587,13,137.34,20,0.15
10587,28,82.66,4,0
10587,4,102.11,12,0.05
10587,9,15.53,17,0.1
10587,6,126.81,2,0
10588,17,46.73,8,0
10589,14,50.34,10,0.15
10589,12,36.32,2,0
10589,8,121.87,6,0
10589,3,23.37,19,0.2
10590,24,33.59,26,0.1
10591,6,126.81,15,0
10591,22,50.69,18,0
10591,16,53.06,27,0
10591,15,45.97,19,0
10592,16,53.06,10,0.05
10593,13,137.34,21,0
10593,24,33.59,9,0
10593,7,100.8,11,0
10594,19,126.75,14,0
10594,12,36.32,5,0.1
10594,5,138.59,9,0
10594,19,126.75,2,0
10595,9,15.53,2,0.15
10595,14,50.34,20,0.05
10595,16,53.06,12,0
10595,11,9.48,5,0.15
10595,18,29.58,4,0
10596,5,138.59,2,0.05
10596,9,15.53,20,0
10596,28,82.66,18,0.15
10596,27,108.23,27,0.05
10597,17,46.73,27,0
10597,11,9.48,24,0
10597,8,121.87,18,0.1
10597,14,50.34,6,0.1
10597,14,50.34,16,0.15
10598,27,108.23,10,0
10598,16,53.06,12,0
10599,30,9.6,12,0.15
10600,28,82.66,18,0
10600,12,36.32,19,0
10601,15,45.97,27,0.05
10601,14,50.34,1,0.1
10601,28,82.66,24,0.1
10602,24,33.59,21,0.1
10602,28,82.66,4,0.15
10603,17,46.73,11,0.05
10603,15,45.97,26,0.05
10604,4,102.11,13,0.15
10605,17,46.73,25,0.2
10606,21,37.41,9,0.15
10607,23,89.13,5,0.15
10607,25,126.69,7,0
10608,14,50.34,3,0
10608,27,108.23,9,0
10609,12,36.32,2,0.1
10609,16,53.06,29,0
10609,15,45.97,9,0.1
10610,18,29.58,10,0
10610,8,121.87,16,0
10610,20,110.63,15,0
10610,30,9.6,5,0.05
10610,9,15.53,22,0
10611,29,88.3,7,0.15
10611,29,88.3,11,0
10611,28,82.66,7,0
10611,1,68.16,18,0
10612,16,53.06,25,0.05
10612,29,88.3,12,0.05
10612,27,108.23,19,0.05
10612,17,46.73,10,0
10612,4,102.11,14,0
10613,28,82.66,12,0.2
10613,19,126.75,29,0.15
10614,16,53.06,29,0.2
10614,9,15.53,21,0.05
10615,18,29.58,2,0.2
10615,6,126.81,9,0.2
10615,21,37.41,18,0
10615,6,126.81,27,0.15
10615,20,110.63,17,0.15
10616,5,138.59,18,0
10616,20,110.63,8,0.15
10616,26,71.88,14,0
10616,4,102.11,23,0.05
10616,19,126.75,19,0
10617,10,122.41,27,0
10617,23,89.13,5,0.05
10617,11,9.48,22,0
10617,20,110.63,23,0
10618,21,37.41,10,0.1
10618,1,68.16,21,0
10618,28,82.66,6,0.05
10618,3,23.37,29,0.15
10619,9,15.53,26,0
10619,2,46.31,27,0.1
10619,27,108.23,2,0
10620,23,89.13,19,0
10620,18,29.58,11,0.2
10620,24,33.59,7,0
10621,20,110.63,14,0
10621,1,68.16,9,0.05
10621,15,45.97,26,0.05
10621,18,29.58,21,0.1
10622,15,45.97,3,0
10622,26,71.88,5,0.2
10622,26,71.88,4,0
10622,8,121.87,24,0
10622,23,89.13,23,0.15
10623,7,100.8,15,0
10623,25,126.69,9,0
10624,7,100.8,4,0.15
10625,3,23.37,19,0
10625,26,71.88,11,0.05
10625,8,121.87,14,0.1
10625,15,45.97,27,0.05
10625,6,126.81,10,0
10626,22,50.69,9,0
10626,10,122.41,7,0.15
10627,14,50.34,12,0.2
10627,9,15.53,9,0
10627,14,50.34,16,0
10627,28,82.66,10,0
10627,11,9.48,25,0.15
10628,8,121.87,10,0.15
10628,23,89.13,6,0.2
10628,3,23.37,17,0.05
10628,23,89.13,6,0.2
10628,8,121.87,17,0.2
10629,20,110.63,14,0.2
10629,12,36.32,23,0.2
10630,15,45.97,17,0
10631,20,110.63,13,0.1
10631,19,126.75,21,0.1
10631,2,46.31,7,0
10631,14,50.34,29,0.2
10631,25,126.69,18,0.2
10632,23,89.13,22,0
10632,24,33.59,30,0.05
10632,15,45.97,20,0
10633,17,46.73,22,0
10633,8,121.87,13,0.2
10633,10,122.41,11,0
10633,23,89.13,5,0.05
10634,23,89.13,15,0
10634,10,122.41,10,0.15
10634,2,46.31,4,0.2
10634,28,82.66,23,0.15
10635,13,137.34,19,0.15
10635,26,71.88,12,0
10635,29,88.3,11,0.1
10635,3,23.37,7,0
10635,8,121.87,30,0.05
10636,11,9.48,28,0.2
10636,10,122.41,5,0.05
10636,7,100.8,26,0.1
10637,17,46.73,27,0
10638,11,9.48,3,0
10638,22,50.69,20,0.15
10639,10,122.41,19,0
10639,9,15.53,22,0
10639,12,36.32,26,0
10640,14,50.34,6,0.05
10640,9,15.53,27,0
10640,8,121.87,21,0.05
10640,16,53.06,27,0.1
10641,8,121.87,14,0.2
10641,30,9.6,17,0.1
10642,28,82.66,4,0.2
10642,17,46.73,6,0
10642,1,68.16,5,0
10643,17,46.73,25,0.2
10644,11,9.48,29,0
10644,6,126.81,12,0.05
10644,5,138.59,17,0.2
10644,23,89.13,4,0.1
10644,14,50.34,11,0
10645,9,15.53,13,0.1
10645,19,126.75,2,0
10645,26,71.88,21,0.15
10645,26,71.88,16,0
10645,16,53.06,9,0.05
10646,9,15.53,10,0
10646,8,121.87,9,0.1
10646,5,138.59,24,0.15
10646,21,37.41,1,0.2
10647,14,50.34,11,0
10647,8,121.87,4,0
10647,26,71.88,12,0
10647,27,108.23,18,0
10647,9,15.53,30,0
10648,24,33.59,28,0
10648,22,50.69,5,0
10648,11,9.48,7,0.2
10648,28,82.66,6,0.05
10648,3,23.37,24,0
10649,21,37.41,28,0
10650,27,108.23,11,0.15
10650,30,9.6,5,0
10650,22,50.69,7,0
10650,2,46.31,9,0.15
10651,1,68.16,6,0.15
10652,3,23.37,14,0
10652,14,50.34,21,0
10652,8,121.87,7,0
10652,16,53.06,15,0
10652,1,68.16,13,0
10653,4,102.11,27,0.2
10653,19,126.75,23,0.1
10653,4,102.11,5,0
10653,1,68.16,2,0.15
10654,15,45.97,22,0.15
10654,25,126.69,12,0
10655,24,33.59,10,0.2
10655,28,82.66,17,0
10656,15,45.97,21,0
10656,5,138.59,17,0.15
10656,9,15.53,3,0.2
10657,21,37.41,19,0.1
10657,17,46.73,15,0
10658,22,50.69,21,0.1
10658,13,137.34,2,0.15
10658,20,110.63,22,0.05
10658,13,137.34,13,0.05
10658,21,37.41,25,0.15
10659,7,100.8,1,0.2
10659,20,110.63,20,0.2
10659,24,33.59,6,0
10659,2,46.31,11,0.15
10659,2,46.31,12,0
10660,17,46.73,5,0
10660,18,29.58,19,0
10660,11,9.48,9,0
