order_id,payment_sequential,payment_type,payment_installments,payment_value
ORD0002461,1,credit_card,5,1944.44
ORD0002462,1,debit_card,12,877.01
ORD0002463,1,boleto,1,979.58
ORD0002464,1,credit_card,1,325.31
ORD0002465,1,voucher,11,957.45
ORD0002466,1,debit_card,7,1499.47
ORD0002467,1,voucher,5,1063.41
ORD0002468,1,debit_card,5,1659.93
ORD0002469,1,credit_card,7,1999.63
ORD0002470,1,boleto,11,1998.58
ORD0002471,1,voucher,5,1858.01
ORD0002472,1,debit_card,9,1629.37
ORD0002473,1,boleto,7,1577.66
ORD0002474,1,voucher,2,927.43
ORD0002475,1,debit_card,9,790.5
ORD0002476,1,voucher,2,1811.28
ORD0002477,1,boleto,4,770.83
ORD0002478,1,boleto,3,1191.91
ORD0002479,1,credit_card,1,998.04
ORD0002480,1,credit_card,12,421.31
ORD0002481,1,boleto,8,1470.32
ORD0002482,1,debit_card,10,687.41
ORD0002483,1,credit_card,10,1723.51
ORD0002484,1,voucher,7,594.49
ORD0002485,1,voucher,2,521.65
ORD0002486,1,debit_card,11,1014.04
ORD0002487,1,debit_card,6,1272.09
ORD0002488,1,voucher,9,1680.41
ORD0002489,1,credit_card,12,1157.61
ORD0002490,1,credit_card,12,1529.37
ORD0002491,1,voucher,1,1274.87
ORD0002492,1,boleto,1,363.84
ORD0002493,1,voucher,2,1757.79
ORD0002494,1,voucher,10,1455.9
ORD0002495,1,voucher,9,397.78
ORD0002496,1,boleto,11,81.01
ORD0002497,1,credit_card,10,1262.58
ORD0002498,1,debit_card,6,652.29
ORD0002499,1,boleto,1,175.22
ORD0002500,1,voucher,7,277.33
ORD0002501,1,voucher,1,1920.09
ORD0002502,1,voucher,3,1559.85
ORD0002503,1,voucher,8,1490.22
ORD0002504,1,voucher,8,615.36
ORD0002505,1,debit_card,6,395.29
ORD0002506,1,boleto,11,1487.57
ORD0002507,1,credit_card,1,1245.42
ORD0002508,1,credit_card,7,112.24
ORD0002509,1,credit_card,10,388.43
ORD0002510,1,debit_card,4,1165.33
ORD0002511,1,boleto,1,1384.22
ORD0002512,1,credit_card,11,1155.98
ORD0002513,1,debit_card,6,1312.45
ORD0002514,1,debit_card,9,1353.8
ORD0002515,1,debit_card,8,574.55
ORD0002516,1,boleto,2,719.44
ORD0002517,1,voucher,3,597.76
ORD0002518,1,debit_card,5,1307.61
ORD0002519,1,voucher,5,1322.75
ORD0002520,1,credit_card,10,1740.66
ORD0002521,1,voucher,11,613.75
ORD0002522,1,credit_card,6,1268.1
ORD0002523,1,debit_card,9,468.42
ORD0002524,1,voucher,3,1128.66
ORD0002525,1,debit_card,1,711.61
ORD0002526,1,voucher,11,521.3
ORD0002527,1,debit_card,1,413.85
ORD0002528,1,credit_card,1,1970.54
ORD0002529,1,boleto,9,235.15
ORD0002530,1,voucher,6,440.84
ORD0002531,1,boleto,3,1748.62
ORD0002532,1,boleto,6,1493.0
ORD0002533,1,boleto,11,244.67
ORD0002534,1,voucher,5,1424.8
ORD0002535,1,voucher,3,1138.85
ORD0002536,1,credit_card,1,115.21
ORD0002537,1,boleto,5,785.86
ORD0002538,1,voucher,7,1712.36
ORD0002539,1,credit_card,5,551.69
ORD0002540,1,boleto,6,103.99
ORD0002541,1,boleto,9,1107.9
ORD0002542,1,credit_card,6,908.54
ORD0002543,1,voucher,7,736.79
ORD0002544,1,debit_card,6,1373.11
ORD0002545,1,boleto,3,1223.86
ORD0002546,1,boleto,5,227.6
ORD0002547,1,boleto,4,1857.31
ORD0002548,1,credit_card,3,225.86
ORD0002549,1,boleto,12,916.81
ORD0002550,1,debit_card,11,799.9
ORD0002551,1,voucher,4,325.8
ORD0002552,1,credit_card,4,316.07
ORD0002553,1,voucher,11,147.56
ORD0002554,1,debit_card,2,1871.83
ORD0002555,1,credit_card,3,1759.28
ORD0002556,1,voucher,7,1537.3
ORD0002557,1,boleto,3,1125.48
ORD0002558,1,credit_card,6,348.94
ORD0002559,1,credit_card,12,1522.12
ORD0002560,1,credit_card,7,434.71
ORD0002561,1,debit_card,3,1958.51
ORD0002562,1,boleto,2,945.79
ORD0002563,1,debit_card,2,397.92
ORD0002564,1,credit_card,6,1384.54
ORD0002565,1,debit_card,12,161.38
ORD0002566,1,boleto,1,1846.57
ORD0002567,1,credit_card,6,366.82
ORD0002568,1,credit_card,10,462.18
ORD0002569,1,credit_card,8,1546.33
ORD0002570,1,debit_card,1,1338.51
ORD0002571,1,debit_card,8,1796.37
ORD0002572,1,voucher,7,27.25
ORD0002573,1,voucher,12,391.5
ORD0002574,1,debit_card,9,794.38
ORD0002575,1,credit_card,4,1862.57
ORD0002576,1,debit_card,1,1388.33
ORD0002577,1,voucher,12,1038.51
ORD0002578,1,voucher,10,1187.47
ORD0002579,1,credit_card,9,1862.36
ORD0002580,1,boleto,1,1996.05
ORD0002581,1,credit_card,5,1539.78
ORD0002582,1,credit_card,9,1829.4
ORD0002583,1,voucher,3,85.61
ORD0002584,1,debit_card,5,1707.25
ORD0002585,1,voucher,9,987.4
ORD0002586,1,credit_card,8,1818.09
ORD0002587,1,boleto,11,782.92
ORD0002588,1,credit_card,11,652.68
ORD0002589,1,boleto,12,1823.74
ORD0002590,1,credit_card,10,258.5
ORD0002591,1,credit_card,4,953.15
ORD0002592,1,boleto,5,1541.65
ORD0002593,1,boleto,8,1785.59
ORD0002594,1,debit_card,2,373.64
ORD0002595,1,boleto,3,1291.7
ORD0002596,1,boleto,12,1068.81
ORD0002597,1,debit_card,7,579.46
ORD0002598,1,credit_card,9,97.74
ORD0002599,1,credit_card,7,1190.26
ORD0002600,1,credit_card,8,993.33
ORD0002601,1,boleto,7,1061.2
ORD0002602,1,voucher,12,40.45
ORD0002603,1,voucher,10,836.48
ORD0002604,1,boleto,5,1312.76
ORD0002605,1,debit_card,12,1116.56
ORD0002606,1,voucher,12,1309.28
ORD0002607,1,voucher,4,48.89
ORD0002608,1,voucher,7,318.29
ORD0002609,1,debit_card,10,1037.15
ORD0002610,1,boleto,11,1320.31
ORD0002611,1,boleto,6,1627.36
ORD0002612,1,debit_card,3,1597.2
ORD0002613,1,voucher,8,1676.16
ORD0002614,1,boleto,1,576.9
ORD0002615,1,credit_card,1,248.95
ORD0002616,1,boleto,12,767.65
ORD0002617,1,voucher,3,401.7
ORD0002618,1,credit_card,11,643.39
ORD0002619,1,debit_card,4,488.16
ORD0002620,1,voucher,9,973.54
ORD0002621,1,debit_card,5,328.22
ORD0002622,1,debit_card,6,1093.76
ORD0002623,1,credit_card,3,1253.79
ORD0002624,1,boleto,9,181.71
ORD0002625,1,voucher,7,1131.88
ORD0002626,1,boleto,7,1420.58
ORD0002627,1,credit_card,6,1017.01
ORD0002628,1,debit_card,2,1067.87
ORD0002629,1,debit_card,3,1599.25
ORD0002630,1,debit_card,4,785.44
ORD0002631,1,credit_card,4,1398.77
ORD0002632,1,debit_card,1,1764.45
ORD0002633,1,boleto,5,662.37
ORD0002634,1,boleto,6,1500.05
ORD0002635,1,voucher,3,912.87
ORD0002636,1,credit_card,9,412.54
ORD0002637,1,debit_card,9,675.51
ORD0002638,1,voucher,4,1113.81
ORD0002639,1,credit_card,12,1620.44
ORD0002640,1,debit_card,7,314.6
ORD0002641,1,voucher,5,1854.87
ORD0002642,1,debit_card,4,1617.53
ORD0002643,1,boleto,10,1901.08
ORD0002644,1,debit_card,6,848.76
ORD0002645,1,voucher,2,1025.61
ORD0002646,1,debit_card,5,1438.46
ORD0002647,1,voucher,6,1196.75
ORD0002648,1,voucher,12,626.39
ORD0002649,1,voucher,7,1031.46
ORD0002650,1,voucher,6,698.34
ORD0002651,1,boleto,9,187.7
ORD0002652,1,boleto,10,344.69
ORD0002653,1,debit_card,7,1431.52
ORD0002654,1,boleto,1,1590.37
ORD0002655,1,boleto,10,673.63
ORD0002656,1,debit_card,2,1084.42
ORD0002657,1,debit_card,6,1457.19
ORD0002658,1,debit_card,5,956.47
ORD0002659,1,boleto,3,1580.47
ORD0002660,1,voucher,11,1712.31
ORD0002661,1,debit_card,7,547.16
ORD0002662,1,credit_card,8,1666.43
ORD0002663,1,voucher,5,419.12
ORD0002664,1,debit_card,4,403.37
ORD0002665,1,debit_card,2,523.03
ORD0002666,1,boleto,11,1119.74
ORD0002667,1,boleto,7,1778.08
ORD0002668,1,voucher,12,758.63
ORD0002669,1,voucher,6,1265.55
ORD0002670,1,credit_card,4,842.33
ORD0002671,1,voucher,4,710.77
ORD0002672,1,voucher,5,1541.87
ORD0002673,1,voucher,11,565.54
ORD0002674,1,boleto,5,1786.52
ORD0002675,1,voucher,4,1623.48
ORD0002676,1,boleto,11,731.18
ORD0002677,1,voucher,10,448.31
ORD0002678,1,credit_card,9,1908.27
ORD0002679,1,boleto,12,703.49
ORD0002680,1,voucher,10,599.79
ORD0002681,1,voucher,11,175.94
ORD0002682,1,boleto,12,952.23
ORD0002683,1,voucher,1,342.69
ORD0002684,1,boleto,5,1679.2
ORD0002685,1,debit_card,1,397.51
ORD0002686,1,debit_card,7,1828.78
ORD0002687,1,debit_card,5,1244.59
ORD0002688,1,debit_card,9,588.58
ORD0002689,1,credit_card,9,1291.94
ORD0002690,1,boleto,3,922.69
ORD0002691,1,boleto,10,1604.45
ORD0002692,1,voucher,1,1874.68
ORD0002693,1,voucher,1,113.83
ORD0002694,1,credit_card,7,793.12
ORD0002695,1,boleto,12,931.08
ORD0002696,1,debit_card,10,1784.96
ORD0002697,1,credit_card,2,242.36
ORD0002698,1,debit_card,7,140.33
ORD0002699,1,boleto,10,1299.68
ORD0002700,1,voucher,12,1913.73
ORD0002701,1,boleto,10,1771.83
ORD0002702,1,voucher,8,1438.89
ORD0002703,1,debit_card,6,1476.52
ORD0002704,1,credit_card,12,1211.98
ORD0002705,1,credit_card,5,315.33
ORD0002706,1,debit_card,6,668.36
ORD0002707,1,credit_card,8,685.18
ORD0002708,1,debit_card,6,1261.5
ORD0002709,1,debit_card,10,1657.83
ORD0002710,1,debit_card,2,346.51
ORD0002711,1,debit_card,4,740.26
ORD0002712,1,boleto,11,693.73
ORD0002713,1,boleto,1,769.53
ORD0002714,1,voucher,5,1598.23
ORD0002715,1,boleto,2,141.31
ORD0002716,1,debit_card,5,1781.94
ORD0002717,1,debit_card,6,1528.9
ORD0002718,1,credit_card,5,601.26
ORD0002719,1,voucher,10,1447.54
ORD0002720,1,credit_card,5,1820.24
ORD0002721,1,credit_card,2,1156.5
ORD0002722,1,voucher,2,731.28
ORD0002723,1,credit_card,8,312.2
ORD0002724,1,credit_card,11,1235.69
ORD0002725,1,credit_card,11,690.11
ORD0002726,1,boleto,6,1060.43
ORD0002727,1,debit_card,10,596.76
ORD0002728,1,voucher,3,1014.23
ORD0002729,1,debit_card,4,245.41
ORD0002730,1,debit_card,6,1879.59
ORD0002731,1,debit_card,4,272.18
ORD0002732,1,boleto,11,1482.4
ORD0002733,1,boleto,2,483.33
ORD0002734,1,credit_card,1,1210.98
ORD0002735,1,credit_card,8,1078.43
ORD0002736,1,boleto,3,1933.5
ORD0002737,1,voucher,11,959.48
ORD0002738,1,boleto,7,607.52
ORD0002739,1,debit_card,11,949.44
ORD0002740,1,boleto,1,314.75
ORD0002741,1,credit_card,5,976.26
ORD0002742,1,credit_card,11,103.69
ORD0002743,1,credit_card,12,1949.46
ORD0002744,1,voucher,7,1936.43
ORD0002745,1,debit_card,7,1742.41
ORD0002746,1,credit_card,1,263.66
ORD0002747,1,boleto,5,783.36
ORD0002748,1,debit_card,10,181.34
ORD0002749,1,debit_card,2,422.94
ORD0002750,1,credit_card,4,1600.48
ORD0002751,1,debit_card,11,438.45
ORD0002752,1,debit_card,1,860.67
ORD0002753,1,debit_card,11,1932.33
ORD0002754,1,voucher,1,1461.21
ORD0002755,1,debit_card,1,798.51
ORD0002756,1,boleto,3,1296.74
ORD0002757,1,debit_card,7,38.17
ORD0002758,1,credit_card,6,106.65
ORD0002759,1,voucher,11,391.05
ORD0002760,1,voucher,3,1653.82
ORD0002761,1,boleto,10,1702.48
ORD0002762,1,boleto,11,690.97
ORD0002763,1,boleto,5,105.91
ORD0002764,1,credit_card,5,21.87
ORD0002765,1,debit_card,5,1945.1
ORD0002766,1,boleto,10,724.67
ORD0002767,1,voucher,5,1832.49
ORD0002768,1,voucher,4,1748.47
ORD0002769,1,boleto,12,1310.68
ORD0002770,1,voucher,8,1689.66
ORD0002771,1,voucher,1,1912.18
ORD0002772,1,credit_card,5,1604.87
ORD0002773,1,credit_card,3,1765.21
ORD0002774,1,debit_card,11,1669.18
ORD0002775,1,debit_card,5,1927.68
ORD0002776,1,voucher,11,857.62
ORD0002777,1,credit_card,6,180.29
ORD0002778,1,boleto,7,275.88
ORD0002779,1,credit_card,9,1719.54
ORD0002780,1,credit_card,1,317.67
ORD0002781,1,credit_card,1,1860.07
ORD0002782,1,credit_card,1,659.68
ORD0002783,1,boleto,12,918.4
ORD0002784,1,voucher,7,765.85
ORD0002785,1,voucher,8,491.01
ORD0002786,1,debit_card,5,570.26
ORD0002787,1,credit_card,11,1059.35
ORD0002788,1,credit_card,7,1002.48
ORD0002789,1,debit_card,9,972.5
ORD0002790,1,credit_card,4,993.86
ORD0002791,1,credit_card,12,1731.58
ORD0002792,1,boleto,6,830.22
ORD0002793,1,debit_card,9,1122.72
ORD0002794,1,debit_card,12,1031.94
ORD0002795,1,debit_card,7,762.16
ORD0002796,1,debit_card,6,1589.11
ORD0002797,1,boleto,7,1156.91
ORD0002798,1,debit_card,8,119.63
ORD0002799,1,boleto,5,1799.33
ORD0002800,1,credit_card,8,361.69
ORD0002801,1,credit_card,5,228.54
ORD0002802,1,boleto,5,1130.42
ORD0002803,1,boleto,1,1435.88
ORD0002804,1,debit_card,3,1602.65
ORD0002805,1,debit_card,8,20.76
ORD0002806,1,voucher,10,1504.98
ORD0002807,1,boleto,3,628.92
ORD0002808,1,boleto,12,926.45
ORD0002809,1,boleto,5,1494.89
ORD0002810,1,boleto,12,663.7
ORD0002811,1,debit_card,3,1458.3
ORD0002812,1,voucher,11,1477.68
ORD0002813,1,debit_card,3,430.27
ORD0002814,1,voucher,2,1489.46
ORD0002815,1,debit_card,6,808.41
ORD0002816,1,debit_card,1,1212.65
ORD0002817,1,credit_card,1,1574.16
ORD0002818,1,voucher,2,1003.46
ORD0002819,1,boleto,7,354.96
ORD0002820,1,debit_card,11,746.21
ORD0002821,1,credit_card,3,644.28
ORD0002822,1,credit_card,7,93.15
ORD0002823,1,debit_card,7,1080.68
ORD0002824,1,credit_card,1,899.84
ORD0002825,1,boleto,6,248.14
ORD0002826,1,credit_card,3,1781.79
ORD0002827,1,credit_card,7,1768.14
ORD0002828,1,credit_card,12,829.61
ORD0002829,1,boleto,3,788.03
ORD0002830,1,boleto,11,1292.32
ORD0002831,1,credit_card,12,1314.95
ORD0002832,1,debit_card,1,728.16
ORD0002833,1,credit_card,5,85.67
ORD0002834,1,boleto,1,1806.58
ORD0002835,1,debit_card,11,1229.35
ORD0002836,1,boleto,11,173.17
ORD0002837,1,credit_card,1,803.68
ORD0002838,1,debit_card,12,1042.11
ORD0002839,1,boleto,6,668.43
ORD0002840,1,boleto,6,1182.79
ORD0002841,1,voucher,6,1401.96
ORD0002842,1,boleto,6,1072.13
ORD0002843,1,voucher,4,303.84
ORD0002844,1,voucher,10,238.61
ORD0002845,1,boleto,9,1082.53
ORD0002846,1,voucher,3,285.0
ORD0002847,1,boleto,7,1152.55
ORD0002848,1,voucher,7,771.84
ORD0002849,1,debit_card,12,1888.78
ORD0002850,1,voucher,2,20.06
ORD0002851,1,boleto,4,1665.23
ORD0002852,1,credit_card,3,1731.78
ORD0002853,1,debit_card,2,1997.01
ORD0002854,1,boleto,8,212.07
ORD0002855,1,boleto,6,1799.97
ORD0002856,1,voucher,2,101.56
ORD0002857,1,voucher,6,759.92
ORD0002858,1,debit_card,4,1912.4
ORD0002859,1,debit_card,1,1387.16
ORD0002860,1,voucher,11,274.99
ORD0002861,1,debit_card,9,135.4
ORD0002862,1,debit_card,11,872.57
ORD0002863,1,credit_card,5,1512.13
ORD0002864,1,voucher,3,1966.91
ORD0002865,1,credit_card,5,577.49
ORD0002866,1,debit_card,9,1592.58
ORD0002867,1,debit_card,10,1407.76
ORD0002868,1,boleto,9,987.42
ORD0002869,1,debit_card,3,715.0
ORD0002870,1,debit_card,6,496.43
ORD0002871,1,debit_card,9,1625.88
ORD0002872,1,credit_card,6,1844.02
ORD0002873,1,credit_card,1,1955.42
ORD0002874,1,boleto,12,1159.75
ORD0002875,1,voucher,8,1842.99
ORD0002876,1,voucher,9,1963.22
ORD0002877,1,debit_card,2,1730.57
ORD0002878,1,credit_card,2,1514.7
ORD0002879,1,credit_card,3,145.62
ORD0002880,1,debit_card,12,152.17
ORD0002881,1,boleto,1,714.75
ORD0002882,1,debit_card,4,1545.41
ORD0002883,1,debit_card,2,1065.28
ORD0002884,1,boleto,1,440.54
ORD0002885,1,voucher,12,852.39
ORD0002886,1,voucher,5,791.91
ORD0002887,1,debit_card,10,836.11
ORD0002888,1,debit_card,3,1697.72
ORD0002889,1,credit_card,10,1577.14
ORD0002890,1,debit_card,10,1455.5
ORD0002891,1,boleto,1,1521.86
ORD0002892,1,voucher,9,1011.85
ORD0002893,1,credit_card,8,1317.78
ORD0002894,1,credit_card,5,981.07
ORD0002895,1,debit_card,3,1858.3
ORD0002896,1,debit_card,8,1925.18
ORD0002897,1,voucher,2,621.83
ORD0002898,1,credit_card,4,79.73
ORD0002899,1,credit_card,5,637.96
ORD0002900,1,credit_card,3,1840.93
ORD0002901,1,credit_card,8,46.48
ORD0002902,1,credit_card,8,595.99
ORD0002903,1,credit_card,5,63.99
ORD0002904,1,boleto,8,1653.88
ORD0002905,1,voucher,2,422.89
ORD0002906,1,credit_card,1,1680.15
ORD0002907,1,boleto,6,752.11
ORD0002908,1,boleto,3,1249.3
ORD0002909,1,voucher,12,855.01
ORD0002910,1,debit_card,2,1108.35
ORD0002911,1,boleto,5,1274.09
ORD0002912,1,voucher,2,877.71
ORD0002913,1,credit_card,5,239.55
ORD0002914,1,credit_card,9,885.99
ORD0002915,1,voucher,10,938.93
ORD0002916,1,credit_card,5,909.62
ORD0002917,1,voucher,8,510.99
ORD0002918,1,boleto,8,1436.16
ORD0002919,1,debit_card,4,1238.52
ORD0002920,1,credit_card,3,1151.26
ORD0002921,1,boleto,1,1073.52
ORD0002922,1,boleto,6,125.37
ORD0002923,1,boleto,4,1617.14
ORD0002924,1,voucher,12,33.94
ORD0002925,1,voucher,2,1012.57
ORD0002926,1,voucher,7,153.36
ORD0002927,1,credit_card,2,43.9
ORD0002928,1,voucher,8,1979.47
ORD0002929,1,credit_card,10,646.41
ORD0002930,1,voucher,1,1507.28
ORD0002931,1,credit_card,6,1201.3
ORD0002932,1,credit_card,1,576.91
ORD0002933,1,credit_card,3,65.31
ORD0002934,1,debit_card,5,1243.46
ORD0002935,1,boleto,6,1698.74
ORD0002936,1,credit_card,8,353.7
ORD0002937,1,voucher,1,824.86
ORD0002938,1,debit_card,5,1634.0
ORD0002939,1,credit_card,8,76.2
ORD0002940,1,credit_card,2,1117.31
ORD0002941,1,boleto,7,510.29
ORD0002942,1,debit_card,9,1749.48
ORD0002943,1,boleto,4,1933.59
ORD0002944,1,credit_card,4,932.13
ORD0002945,1,boleto,10,1750.07
ORD0002946,1,debit_card,2,100.37
ORD0002947,1,voucher,6,1069.07
ORD0002948,1,credit_card,3,72.15
ORD0002949,1,voucher,2,1818.17
ORD0002950,1,boleto,8,244.05
ORD0002951,1,debit_card,3,1313.15
ORD0002952,1,voucher,1,1492.48
ORD0002953,1,debit_card,9,1954.93
ORD0002954,1,credit_card,9,1800.4
ORD0002955,1,debit_card,3,36.18
ORD0002956,1,boleto,5,1690.19
ORD0002957,1,boleto,1,1806.11
ORD0002958,1,credit_card,10,57.99
ORD0002959,1,boleto,10,1060.63
ORD0002960,1,debit_card,11,339.05
ORD0002961,1,credit_card,5,1391.24
ORD0002962,1,voucher,4,1639.93
ORD0002963,1,credit_card,8,1257.55
ORD0002964,1,boleto,2,719.75
ORD0002965,1,boleto,8,1764.51
ORD0002966,1,voucher,4,1967.04
ORD0002967,1,credit_card,6,374.72
ORD0002968,1,voucher,11,1668.77
ORD0002969,1,debit_card,1,1690.24
ORD0002970,1,debit_card,10,992.21
ORD0002971,1,credit_card,6,1685.01
ORD0002972,1,debit_card,2,312.42
ORD0002973,1,credit_card,1,1964.33
ORD0002974,1,boleto,5,963.64
ORD0002975,1,boleto,9,42.2
ORD0002976,1,credit_card,3,134.28
ORD0002977,1,boleto,8,1474.95
ORD0002978,1,boleto,9,1541.79
ORD0002979,1,boleto,8,1893.79
ORD0002980,1,credit_card,8,1985.77
ORD0002981,1,debit_card,4,1062.62
ORD0002982,1,boleto,4,778.79
ORD0002983,1,boleto,10,1590.96
ORD0002984,1,voucher,3,1172.56
ORD0002985,1,credit_card,7,125.88
ORD0002986,1,voucher,5,1162.52
ORD0002987,1,boleto,6,1456.48
ORD0002988,1,voucher,12,797.66
ORD0002989,1,credit_card,6,380.99
ORD0002990,1,voucher,12,1244.19
ORD0002991,1,voucher,1,217.86
ORD0002992,1,voucher,1,826.57
ORD0002993,1,boleto,4,1026.75
ORD0002994,1,debit_card,2,30.23
ORD0002995,1,credit_card,5,213.7
ORD0002996,1,boleto,3,1861.31
ORD0002997,1,credit_card,6,1700.29
ORD0002998,1,debit_card,3,585.38
ORD0002999,1,boleto,8,1640.06
ORD0003000,1,voucher,1,987.05
ORD0003001,1,debit_card,7,1215.19
ORD0003002,1,debit_card,9,737.6
ORD0003003,1,voucher,1,934.97
ORD0003004,1,voucher,10,838.95
ORD0003005,1,credit_card,5,697.42
ORD0003006,1,boleto,5,253.55
ORD0003007,1,debit_card,6,623.04
ORD0003008,1,boleto,7,1600.95
ORD0003009,1,debit_card,8,967.58
ORD0003010,1,credit_card,1,765.17
ORD0003011,1,debit_card,1,1190.44
ORD0003012,1,boleto,10,1386.06
ORD0003013,1,voucher,6,229.76
ORD0003014,1,voucher,1,1403.13
ORD0003015,1,voucher,1,1035.47
ORD0003016,1,debit_card,3,390.03
ORD0003017,1,voucher,11,851.73
ORD0003018,1,debit_card,8,535.55
ORD0003019,1,voucher,12,1493.55
ORD0003020,1,credit_card,4,1409.06
ORD0003021,1,credit_card,11,555.67
ORD0003022,1,credit_card,7,1405.86
ORD0003023,1,boleto,6,1506.52
ORD0003024,1,debit_card,5,709.92
ORD0003025,1,voucher,11,1652.06
ORD0003026,1,boleto,10,295.41
ORD0003027,1,debit_card,11,127.69
ORD0003028,1,debit_card,2,904.84
ORD0003029,1,debit_card,9,535.27
ORD0003030,1,boleto,12,1789.88
ORD0003031,1,debit_card,5,123.17
ORD0003032,1,voucher,8,1701.36
ORD0003033,1,voucher,11,1396.36
ORD0003034,1,credit_card,11,711.94
ORD0003035,1,debit_card,11,1287.77
ORD0003036,1,credit_card,7,513.69
ORD0003037,1,credit_card,10,489.49
ORD0003038,1,voucher,1,319.84
ORD0003039,1,voucher,10,357.71
ORD0003040,1,credit_card,11,1841.25
ORD0003041,1,debit_card,11,1872.63
ORD0003042,1,debit_card,6,498.13
ORD0003043,1,credit_card,11,1007.25
ORD0003044,1,credit_card,2,885.06
ORD0003045,1,debit_card,6,267.49
ORD0003046,1,credit_card,11,345.22
ORD0003047,1,voucher,6,810.64
ORD0003048,1,credit_card,9,349.39
ORD0003049,1,credit_card,12,1444.23
ORD0003050,1,debit_card,12,455.91
ORD0003051,1,credit_card,1,1257.66
ORD0003052,1,boleto,6,504.47
ORD0003053,1,boleto,3,250.84
ORD0003054,1,credit_card,9,58.19
ORD0003055,1,voucher,3,933.2
ORD0003056,1,debit_card,3,312.13
ORD0003057,1,voucher,3,1539.64
ORD0003058,1,boleto,5,1568.8
ORD0003059,1,credit_card,9,1077.88
ORD0003060,1,voucher,8,1697.19
ORD0003061,1,debit_card,3,1153.91
ORD0003062,1,credit_card,5,1019.05
ORD0003063,1,voucher,4,1069.17
ORD0003064,1,boleto,3,571.58
ORD0003065,1,credit_card,11,1551.94
ORD0003066,1,credit_card,12,1238.32
ORD0003067,1,credit_card,6,1658.41
ORD0003068,1,debit_card,7,1241.19
ORD0003069,1,debit_card,8,1705.68
ORD0003070,1,boleto,10,1772.78
ORD0003071,1,voucher,5,1136.13
ORD0003072,1,voucher,11,1497.07
ORD0003073,1,voucher,5,535.56
ORD0003074,1,voucher,2,965.2
ORD0003075,1,voucher,3,1713.08
ORD0003076,1,debit_card,7,1961.37
ORD0003077,1,debit_card,9,152.13
ORD0003078,1,voucher,4,1298.89
ORD0003079,1,credit_card,1,535.71
ORD0003080,1,boleto,3,1727.48
ORD0003081,1,boleto,5,1338.78
ORD0003082,1,credit_card,10,1133.42
ORD0003083,1,credit_card,12,1144.8
ORD0003084,1,credit_card,7,1726.38
ORD0003085,1,boleto,11,226.42
ORD0003086,1,credit_card,1,1461.93
ORD0003087,1,debit_card,9,679.21
ORD0003088,1,debit_card,4,794.58
ORD0003089,1,debit_card,2,892.67
ORD0003090,1,voucher,2,679.6
ORD0003091,1,debit_card,2,726.06
ORD0003092,1,debit_card,7,1238.54
ORD0003093,1,voucher,7,1136.59
ORD0003094,1,boleto,1,1643.76
ORD0003095,1,debit_card,1,116.2
ORD0003096,1,voucher,4,1119.11
ORD0003097,1,voucher,6,1213.22
ORD0003098,1,credit_card,12,1956.45
ORD0003099,1,debit_card,3,1420.89
ORD0003100,1,boleto,10,837.16
ORD0003101,1,voucher,4,54.86
ORD0003102,1,debit_card,6,1006.02
ORD0003103,1,credit_card,7,1471.84
ORD0003104,1,boleto,3,356.78
ORD0003105,1,credit_card,7,1783.75
ORD0003106,1,voucher,11,1024.36
ORD0003107,1,voucher,10,611.66
ORD0003108,1,boleto,9,1648.81
ORD0003109,1,credit_card,9,1731.0
ORD0003110,1,boleto,7,1814.95
ORD0003111,1,boleto,6,1912.43
ORD0003112,1,debit_card,2,142.68
ORD0003113,1,voucher,10,1886.88
ORD0003114,1,voucher,10,97.42
ORD0003115,1,credit_card,9,129.87
ORD0003116,1,debit_card,2,1848.85
ORD0003117,1,credit_card,6,147.2
ORD0003118,1,boleto,8,363.65
ORD0003119,1,credit_card,8,386.8
ORD0003120,1,debit_card,7,247.12
ORD0003121,1,debit_card,2,1960.92
ORD0003122,1,credit_card,11,898.35
ORD0003123,1,boleto,12,1514.52
ORD0003124,1,boleto,8,1793.84
ORD0003125,1,credit_card,6,593.56
ORD0003126,1,voucher,8,659.02
ORD0003127,1,debit_card,4,86.61
ORD0003128,1,boleto,7,1960.94
ORD0003129,1,credit_card,5,263.17
ORD0003130,1,voucher,11,237.02
ORD0003131,1,credit_card,8,1472.71
ORD0003132,1,debit_card,2,211.99
ORD0003133,1,debit_card,11,1566.52
ORD0003134,1,credit_card,7,627.75
ORD0003135,1,boleto,6,769.57
ORD0003136,1,debit_card,7,1778.79
ORD0003137,1,voucher,6,1618.04
ORD0003138,1,credit_card,9,1686.34
ORD0003139,1,credit_card,9,889.38
ORD0003140,1,credit_card,9,201.93
ORD0003141,1,boleto,1,1304.91
ORD0003142,1,credit_card,7,1509.01
ORD0003143,1,boleto,9,1675.26
ORD0003144,1,voucher,7,1941.66
ORD0003145,1,voucher,10,1789.7
ORD0003146,1,credit_card,6,1076.55
ORD0003147,1,boleto,2,692.44
ORD0003148,1,debit_card,12,1194.76
ORD0003149,1,debit_card,9,90.73
ORD0003150,1,debit_card,7,686.06
ORD0003151,1,debit_card,2,1321.35
ORD0003152,1,voucher,3,1267.82
ORD0003153,1,credit_card,12,1838.91
ORD0003154,1,voucher,5,1657.02
ORD0003155,1,boleto,5,662.5
ORD0003156,1,boleto,3,1728.93
ORD0003157,1,debit_card,8,371.26
