order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
ORD0001271,2,PROD00226,SELL0390,2022-06-24,240.8,42.92
ORD0001272,1,PROD00969,SELL0215,2021-05-06,287.84,17.89
ORD0001272,2,PROD00445,SELL0423,2021-05-06,757.83,38.19
ORD0001272,3,PROD00966,SELL0126,2021-05-06,416.15,36.6
ORD0001272,4,PROD00183,SELL0118,2021-05-06,143.16,23.71
ORD0001273,1,PROD00562,SELL0194,2022-01-16,319.28,36.15
ORD0001274,1,PROD00163,SELL0328,2024-12-16,394.02,42.02
ORD0001274,2,PROD00453,SELL0212,2024-12-16,368.74,24.47
ORD0001274,3,PROD00400,SELL0087,2024-12-16,649.25,38.99
ORD0001275,1,PROD00897,SELL0099,2022-06-16,275.75,36.04
ORD0001276,1,PROD00579,SELL0136,2024-02-11,225.71,22.22
ORD0001277,1,PROD00557,SELL0298,2021-10-06,302.2,20.66
ORD0001277,2,PROD00052,SELL0131,2021-10-06,749.9,49.39
ORD0001277,3,PROD00638,SELL0212,2021-10-06,694.88,23.39
ORD0001277,4,PROD00374,SELL0230,2021-10-06,427.2,47.67
ORD0001278,1,PROD00417,SELL0062,2021-05-19,515.48,34.04
ORD0001278,2,PROD00150,SELL0292,2021-05-19,330.55,32.57
ORD0001278,3,PROD00910,SELL0339,2021-05-19,598.95,40.8
ORD0001278,4,PROD00979,SELL0289,2021-05-19,719.59,11.34
ORD0001279,1,PROD00004,SELL0260,2023-05-06,365.21,9.83
ORD0001280,1,PROD00674,SELL0279,2023-10-30,131.55,10.2
ORD0001280,2,PROD00358,SELL0203,2023-10-30,660.24,19.46
ORD0001280,3,PROD00561,SELL0194,2023-10-30,444.73,12.06
ORD0001280,4,PROD00939,SELL0218,2023-10-30,190.34,26.29
ORD0001281,1,PROD00945,SELL0500,2022-06-24,226.53,10.14
ORD0001282,1,PROD00675,SELL0120,2021-12-28,322.07,8.59
ORD0001283,1,PROD00456,SELL0222,2022-12-12,152.66,42.02
ORD0001283,2,PROD00006,SELL0050,2022-12-12,738.1,15.36
ORD0001283,3,PROD00812,SELL0244,2022-12-12,771.76,30.24
ORD0001283,4,PROD00983,SELL0064,2022-12-12,620.15,25.65
ORD0001284,1,PROD00064,SELL0036,2024-03-29,215.16,5.38
ORD0001284,2,PROD00420,SELL0445,2024-03-29,711.99,30.11
ORD0001284,3,PROD00006,SELL0146,2024-03-29,321.91,30.44
ORD0001284,4,PROD00850,SELL0458,2024-03-29,383.84,19.8
ORD0001285,1,PROD00326,SELL0469,2021-01-19,151.48,36.29
ORD0001285,2,PROD00447,SELL0203,2021-01-19,211.11,8.07
ORD0001285,3,PROD00894,SELL0481,2021-01-19,751.27,25.59
ORD0001286,1,PROD00633,SELL0027,2021-04-29,669.59,25.63
ORD0001287,1,PROD00356,SELL0326,2021-11-22,71.13,16.96
ORD0001287,2,PROD00685,SELL0108,2021-11-22,739.09,29.86
ORD0001287,3,PROD00078,SELL0388,2021-11-22,425.15,6.38
ORD0001288,1,PROD00805,SELL0007,2022-06-16,478.13,22.98
ORD0001289,1,PROD00689,SELL0409,2021-09-24,689.63,30.34
ORD0001289,2,PROD00826,SELL0135,2021-09-24,571.8,14.98
ORD0001290,1,PROD00831,SELL0045,2023-09-15,775.16,42.68
ORD0001290,2,PROD00536,SELL0133,2023-09-15,682.48,20.34
ORD0001291,1,PROD00422,SELL0447,2024-08-26,677.57,38.95
ORD0001291,2,PROD00501,SELL0429,2024-08-26,789.19,30.63
ORD0001291,3,PROD00927,SELL0097,2024-08-26,757.11,8.83
ORD0001291,4,PROD00211,SELL0210,2024-08-26,592.62,14.03
ORD0001292,1,PROD00738,SELL0095,2021-04-28,775.14,33.73
ORD0001292,2,PROD00951,SELL0253,2021-04-28,309.86,7.37
ORD0001292,3,PROD00620,SELL0495,2021-04-28,748.99,40.97
ORD0001292,4,PROD00237,SELL0075,2021-04-28,379.35,10.65
ORD0001293,1,PROD00804,SELL0034,2024-02-06,234.3,37.44
ORD0001293,2,PROD00098,SELL0434,2024-02-06,210.99,17.91
ORD0001293,3,PROD00534,SELL0033,2024-02-06,346.36,28.77
ORD0001294,1,PROD00699,SELL0183,2023-05-21,286.27,6.77
ORD0001294,2,PROD00404,SELL0092,2023-05-21,39.21,22.11
ORD0001294,3,PROD00589,SELL0405,2023-05-21,222.82,47.04
ORD0001294,4,PROD00457,SELL0016,2023-05-21,19.05,7.34
ORD0001295,1,PROD00473,SELL0361,2022-01-05,617.71,20.55
ORD0001295,2,PROD00944,SELL0288,2022-01-05,323.35,7.84
ORD0001295,3,PROD00885,SELL0431,2022-01-05,528.2,28.81
ORD0001296,1,PROD00245,SELL0388,2022-01-13,320.34,12.7
ORD0001296,2,PROD00588,SELL0369,2022-01-13,333.3,45.4
ORD0001296,3,PROD00433,SELL0284,2022-01-13,539.31,24.27
ORD0001296,4,PROD00956,SELL0132,2022-01-13,661.0,5.17
ORD0001297,1,PROD00359,SELL0429,2024-01-24,613.43,44.59
ORD0001297,2,PROD00064,SELL0222,2024-01-24,102.28,45.51
ORD0001297,3,PROD00384,SELL0050,2024-01-24,308.96,27.57
ORD0001297,4,PROD00833,SELL0215,2024-01-24,148.66,18.86
ORD0001298,1,PROD00527,SELL0264,2023-03-31,634.41,40.96
ORD0001298,2,PROD00821,SELL0163,2023-03-31,428.92,18.29
ORD0001298,3,PROD00983,SELL0010,2023-03-31,435.72,29.68
ORD0001298,4,PROD00974,SELL0199,2023-03-31,604.52,11.39
ORD0001299,1,PROD00457,SELL0184,2022-08-20,529.39,37.42
ORD0001299,2,PROD00612,SELL0019,2022-08-20,360.7,35.29
ORD0001299,3,PROD00204,SELL0292,2022-08-20,600.09,18.5
ORD0001300,1,PROD00650,SELL0495,2022-06-04,576.57,28.88
ORD0001301,1,PROD00280,SELL0006,2023-06-22,258.85,44.25
ORD0001301,2,PROD00467,SELL0035,2023-06-22,377.54,36.89
ORD0001302,1,PROD00466,SELL0176,2022-04-01,588.37,43.42
ORD0001302,2,PROD00897,SELL0134,2022-04-01,327.85,17.91
ORD0001302,3,PROD00066,SELL0189,2022-04-01,151.74,42.06
ORD0001303,1,PROD00373,SELL0443,2021-05-05,701.96,7.24
ORD0001303,2,PROD00963,SELL0068,2021-05-05,777.58,31.56
ORD0001304,1,PROD00340,SELL0045,2021-08-11,621.97,47.68
ORD0001304,2,PROD00891,SELL0494,2021-08-11,142.56,8.73
ORD0001305,1,PROD00467,SELL0375,2024-12-06,524.35,13.37
ORD0001305,2,PROD00687,SELL0228,2024-12-06,499.47,21.92
ORD0001305,3,PROD00409,SELL0399,2024-12-06,676.06,8.17
ORD0001305,4,PROD00006,SELL0428,2024-12-06,694.19,8.25
ORD0001306,1,PROD00725,SELL0136,2024-03-18,224.52,32.83
ORD0001306,2,PROD00170,SELL0032,2024-03-18,531.95,33.3
ORD0001307,1,PROD00972,SELL0012,2023-05-30,412.15,36.24
ORD0001308,1,PROD00972,SELL0378,2024-08-15,431.16,43.84
ORD0001309,1,PROD00924,SELL0107,2022-02-25,401.52,33.05
ORD0001309,2,PROD00591,SELL0361,2022-02-25,431.5,48.35
ORD0001309,3,PROD00625,SELL0446,2022-02-25,322.14,21.15
ORD0001310,1,PROD00318,SELL0170,2021-01-02,237.8,7.74
ORD0001310,2,PROD00281,SELL0358,2021-01-02,668.7,32.54
ORD0001310,3,PROD00899,SELL0240,2021-01-02,354.42,32.39
ORD0001311,1,PROD00218,SELL0076,2023-01-15,584.06,46.96
ORD0001312,1,PROD00573,SELL0059,2024-09-24,466.83,44.2
ORD0001312,2,PROD00020,SELL0005,2024-09-24,88.2,21.51
ORD0001312,3,PROD00661,SELL0292,2024-09-24,588.85,22.45
ORD0001313,1,PROD00694,SELL0181,2021-12-06,221.52,31.41
ORD0001313,2,PROD00586,SELL0108,2021-12-06,148.27,6.89
ORD0001314,1,PROD00437,SELL0390,2022-07-27,265.55,19.74
ORD0001314,2,PROD00173,SELL0120,2022-07-27,306.91,12.74
ORD0001315,1,PROD00971,SELL0103,2022-12-15,364.28,36.49
ORD0001315,2,PROD00868,SELL0436,2022-12-15,68.26,19.26
ORD0001315,3,PROD00993,SELL0234,2022-12-15,559.21,29.1
ORD0001316,1,PROD00509,SELL0357,2021-05-18,46.28,43.09
ORD0001316,2,PROD00489,SELL0072,2021-05-18,696.87,11.02
ORD0001317,1,PROD00478,SELL0259,2021-08-21,421.02,12.53
ORD0001318,1,PROD00690,SELL0487,2022-04-08,596.54,41.08
ORD0001318,2,PROD00276,SELL0158,2022-04-08,452.05,25.23
ORD0001319,1,PROD00480,SELL0494,2022-03-03,318.47,34.66
ORD0001319,2,PROD00246,SELL0433,2022-03-03,121.16,38.26
ORD0001319,3,PROD00187,SELL0194,2022-03-03,48.76,45.34
ORD0001320,1,PROD00640,SELL0070,2023-03-19,287.77,11.73
ORD0001321,1,PROD00541,SELL0021,2024-03-01,191.06,38.38
ORD0001321,2,PROD00036,SELL0291,2024-03-01,453.31,40.15
ORD0001322,1,PROD00160,SELL0176,2021-07-05,519.9,46.24
ORD0001323,1,PROD00256,SELL0158,2022-10-04,744.05,41.91
ORD0001323,2,PROD00454,SELL0478,2022-10-04,604.02,9.43
ORD0001324,1,PROD00310,SELL0298,2023-10-14,776.06,26.74
ORD0001324,2,PROD00510,SELL0322,2023-10-14,639.18,12.94
ORD0001324,3,PROD00526,SELL0184,2023-10-14,334.56,48.59
ORD0001325,1,PROD00843,SELL0378,2022-07-24,659.36,47.55
ORD0001325,2,PROD00706,SELL0069,2022-07-24,419.73,15.67
ORD0001325,3,PROD00010,SELL0154,2022-07-24,716.6,15.98
ORD0001326,1,PROD00154,SELL0141,2022-07-04,340.71,38.85
ORD0001326,2,PROD00163,SELL0081,2022-07-04,41.2,32.56
ORD0001326,3,PROD00575,SELL0022,2022-07-04,767.21,45.8
ORD0001327,1,PROD00803,SELL0375,2021-07-20,204.94,34.3
ORD0001327,2,PROD00809,SELL0275,2021-07-20,305.72,49.22
ORD0001328,1,PROD00549,SELL0429,2023-09-14,156.29,33.72
ORD0001328,2,PROD00655,SELL0088,2023-09-14,263.06,34.21
ORD0001328,3,PROD00308,SELL0402,2023-09-14,280.62,45.22
ORD0001328,4,PROD00684,SELL0098,2023-09-14,435.32,42.61
ORD0001329,1,PROD00890,SELL0096,2023-08-28,80.14,32.17
ORD0001329,2,PROD00468,SELL0357,2023-08-28,541.23,33.04
ORD0001329,3,PROD00489,SELL0438,2023-08-28,320.54,22.96
ORD0001330,1,PROD00789,SELL0463,2023-02-24,622.71,17.67
ORD0001330,2,PROD00872,SELL0040,2023-02-24,94.68,39.25
ORD0001331,1,PROD00184,SELL0389,2021-09-04,48.11,38.01
ORD0001331,2,PROD00278,SELL0270,2021-09-04,415.88,47.49
ORD0001332,1,PROD00169,SELL0488,2021-11-21,760.72,27.15
ORD0001332,2,PROD00569,SELL0267,2021-11-21,678.05,30.14
ORD0001332,3,PROD00305,SELL0040,2021-11-21,600.41,41.89
ORD0001332,4,PROD00049,SELL0188,2021-11-21,327.23,38.22
ORD0001333,1,PROD00571,SELL0493,2022-07-08,736.0,47.35
ORD0001333,2,PROD00965,SELL0027,2022-07-08,793.24,26.4
ORD0001334,1,PROD00828,SELL0096,2022-04-17,457.76,21.9
ORD0001334,2,PROD00788,SELL0188,2022-04-17,273.59,11.35
ORD0001334,3,PROD00707,SELL0278,2022-04-17,200.07,30.5
ORD0001335,1,PROD00500,SELL0384,2021-10-13,155.88,42.39
ORD0001335,2,PROD00648,SELL0352,2021-10-13,26.49,28.96
ORD0001335,3,PROD00479,SELL0082,2021-10-13,401.76,21.5
ORD0001336,1,PROD00783,SELL0070,2023-06-24,306.2,30.34
ORD0001336,2,PROD00606,SELL0497,2023-06-24,255.23,20.46
ORD0001336,3,PROD00396,SELL0094,2023-06-24,617.66,47.65
ORD0001337,1,PROD00106,SELL0461,2024-05-24,553.54,35.35
ORD0001337,2,PROD00851,SELL0463,2024-05-24,152.78,9.89
ORD0001337,3,PROD00581,SELL0163,2024-05-24,685.17,10.27
ORD0001338,1,PROD00486,SELL0104,2021-07-11,359.19,46.0
ORD0001338,2,PROD00841,SELL0310,2021-07-11,401.8,44.3
ORD0001338,3,PROD00181,SELL0435,2021-07-11,506.9,12.7
ORD0001338,4,PROD00180,SELL0049,2021-07-11,272.33,40.03
ORD0001339,1,PROD00133,SELL0125,2021-08-13,429.73,32.35
ORD0001339,2,PROD00658,SELL0137,2021-08-13,788.45,24.99
ORD0001339,3,PROD00553,SELL0139,2021-08-13,662.31,25.95
ORD0001340,1,PROD00129,SELL0329,2021-03-26,395.31,40.03
ORD0001341,1,PROD00389,SELL0326,2022-04-26,110.05,37.71
ORD0001342,1,PROD00169,SELL0226,2024-06-18,276.02,21.3
ORD0001342,2,PROD00639,SELL0173,2024-06-18,586.02,34.14
ORD0001343,1,PROD00154,SELL0442,2023-06-07,687.63,7.42
ORD0001343,2,PROD00362,SELL0346,2023-06-07,527.73,40.35
ORD0001343,3,PROD00713,SELL0129,2023-06-07,137.47,23.22
ORD0001344,1,PROD00214,SELL0246,2023-12-23,85.92,31.09
ORD0001344,2,PROD00600,SELL0463,2023-12-23,491.74,17.25
ORD0001344,3,PROD00093,SELL0086,2023-12-23,212.79,47.39
ORD0001344,4,PROD00398,SELL0405,2023-12-23,435.68,35.86
ORD0001345,1,PROD00611,SELL0456,2024-12-26,60.15,9.8
ORD0001346,1,PROD00595,SELL0040,2023-03-26,476.91,42.04
ORD0001346,2,PROD00273,SELL0447,2023-03-26,124.69,32.74
ORD0001347,1,PROD00902,SELL0037,2022-03-20,621.48,8.99
ORD0001348,1,PROD00213,SELL0416,2023-03-14,210.58,24.05
ORD0001348,2,PROD00017,SELL0120,2023-03-14,421.4,30.56
ORD0001349,1,PROD00241,SELL0435,2023-12-29,89.21,9.76
ORD0001350,1,PROD00093,SELL0272,2022-09-07,54.02,23.72
ORD0001350,2,PROD00214,SELL0413,2022-09-07,68.72,36.99
ORD0001350,3,PROD00460,SELL0311,2022-09-07,130.75,39.64
ORD0001350,4,PROD00586,SELL0023,2022-09-07,184.54,11.54
ORD0001351,1,PROD00799,SELL0324,2022-01-05,99.37,43.19
ORD0001351,2,PROD00083,SELL0263,2022-01-05,257.01,6.5
ORD0001351,3,PROD00959,SELL0367,2022-01-05,382.19,17.35
ORD0001351,4,PROD00895,SELL0327,2022-01-05,692.1,33.06
ORD0001352,1,PROD00374,SELL0465,2021-06-28,753.5,15.47
ORD0001353,1,PROD00718,SELL0053,2024-12-09,33.29,26.09
ORD0001354,1,PROD00794,SELL0425,2021-10-03,542.56,44.39
ORD0001354,2,PROD00527,SELL0101,2021-10-03,699.78,8.47
ORD0001355,1,PROD00447,SELL0077,2023-06-01,707.56,12.24
ORD0001356,1,PROD00423,SELL0387,2022-04-20,477.02,6.63
ORD0001357,1,PROD00247,SELL0381,2022-05-19,336.71,40.68
ORD0001357,2,PROD00024,SELL0277,2022-05-19,565.3,47.84
ORD0001357,3,PROD00843,SELL0081,2022-05-19,500.24,14.31
ORD0001357,4,PROD00999,SELL0060,2022-05-19,445.27,5.41
ORD0001358,1,PROD00595,SELL0334,2022-09-03,98.75,22.55
ORD0001359,1,PROD00444,SELL0175,2021-04-06,715.98,33.86
ORD0001359,2,PROD00863,SELL0286,2021-04-06,299.28,44.62
ORD0001359,3,PROD00259,SELL0168,2021-04-06,766.2,20.15
ORD0001359,4,PROD00530,SELL0456,2021-04-06,644.8,8.94
ORD0001360,1,PROD00631,SELL0019,2021-03-18,221.06,30.58
ORD0001361,1,PROD00407,SELL0162,2023-06-12,443.72,9.25
ORD0001361,2,PROD00251,SELL0453,2023-06-12,383.95,48.07
ORD0001361,3,PROD00631,SELL0249,2023-06-12,649.75,27.03
ORD0001362,1,PROD00822,SELL0182,2021-01-31,424.36,8.61
ORD0001362,2,PROD00236,SELL0004,2021-01-31,737.86,11.56
ORD0001362,3,PROD00786,SELL0483,2021-01-31,589.82,17.9
ORD0001363,1,PROD00497,SELL0140,2021-07-04,618.11,23.07
ORD0001363,2,PROD00875,SELL0377,2021-07-04,343.87,35.05
ORD0001364,1,PROD00817,SELL0357,2022-02-10,385.81,19.27
ORD0001364,2,PROD00363,SELL0169,2022-02-10,609.06,42.93
ORD0001364,3,PROD00006,SELL0169,2022-02-10,408.55,29.89
ORD0001364,4,PROD00630,SELL0060,2022-02-10,367.84,14.6
ORD0001365,1,PROD00157,SELL0310,2023-06-11,318.56,6.51
ORD0001366,1,PROD00097,SELL0261,2022-07-20,230.98,30.77
ORD0001366,2,PROD00669,SELL0406,2022-07-20,432.3,40.7
ORD0001367,1,PROD00414,SELL0139,2023-08-21,673.79,47.75
ORD0001368,1,PROD00612,SELL0422,2021-03-06,647.24,42.46
ORD0001368,2,PROD00439,SELL0119,2021-03-06,83.4,29.02
ORD0001368,3,PROD00538,SELL0251,2021-03-06,514.65,33.17
ORD0001369,1,PROD00611,SELL0493,2022-01-04,428.0,49.43
ORD0001369,2,PROD00663,SELL0092,2022-01-04,160.68,20.64
ORD0001369,3,PROD00603,SELL0224,2022-01-04,772.51,5.89
ORD0001369,4,PROD00583,SELL0190,2022-01-04,409.74,45.77
ORD0001370,1,PROD00892,SELL0346,2022-11-03,23.15,49.25
ORD0001370,2,PROD00517,SELL0049,2022-11-03,246.42,25.55
ORD0001370,3,PROD00664,SELL0349,2022-11-03,92.17,13.28
ORD0001371,1,PROD00343,SELL0245,2024-06-23,279.11,28.03
ORD0001372,1,PROD00369,SELL0277,2021-12-12,555.96,17.13
ORD0001373,1,PROD00792,SELL0068,2023-10-14,426.72,45.83
ORD0001374,1,PROD00264,SELL0052,2022-02-07,583.34,9.91
ORD0001375,1,PROD00614,SELL0239,2023-01-06,491.21,40.63
ORD0001376,1,PROD00602,SELL0102,2023-05-07,546.09,47.05
ORD0001376,2,PROD00328,SELL0287,2023-05-07,246.48,41.49
ORD0001377,1,PROD00733,SELL0150,2023-11-23,23.88,39.75
ORD0001378,1,PROD00852,SELL0128,2024-05-04,683.92,14.24
ORD0001378,2,PROD00873,SELL0424,2024-05-04,147.88,6.51
ORD0001379,1,PROD00521,SELL0091,2022-07-03,433.15,47.03
ORD0001380,1,PROD00549,SELL0285,2024-04-23,301.32,39.79
ORD0001380,2,PROD00706,SELL0475,2024-04-23,270.68,23.88
ORD0001381,1,PROD00692,SELL0272,2023-12-29,345.1,11.22
ORD0001381,2,PROD00133,SELL0356,2023-12-29,789.21,22.09
ORD0001381,3,PROD00912,SELL0399,2023-12-29,613.46,38.86
ORD0001382,1,PROD00531,SELL0021,2024-07-24,19.52,33.88
ORD0001382,2,PROD00259,SELL0282,2024-07-24,532.35,42.27
ORD0001382,3,PROD00417,SELL0286,2024-07-24,680.52,29.82
ORD0001383,1,PROD00065,SELL0482,2022-06-21,338.41,48.9
ORD0001383,2,PROD00668,SELL0465,2022-06-21,101.48,24.51
ORD0001383,3,PROD00884,SELL0490,2022-06-21,532.97,32.95
ORD0001384,1,PROD00105,SELL0289,2024-01-16,376.46,47.0
ORD0001384,2,PROD00232,SELL0025,2024-01-16,700.47,37.01
ORD0001385,1,PROD00522,SELL0317,2023-08-16,200.79,26.73
ORD0001385,2,PROD00453,SELL0355,2023-08-16,50.4,41.87
ORD0001385,3,PROD00359,SELL0366,2023-08-16,706.86,34.42
ORD0001385,4,PROD00582,SELL0302,2023-08-16,280.35,31.29
ORD0001386,1,PROD00028,SELL0214,2021-05-18,690.37,45.77
ORD0001386,2,PROD00432,SELL0314,2021-05-18,244.51,21.59
ORD0001387,1,PROD00313,SELL0420,2024-06-01,516.73,10.1
ORD0001387,2,PROD00332,SELL0055,2024-06-01,428.17,14.83
ORD0001387,3,PROD00373,SELL0055,2024-06-01,669.9,43.87
ORD0001387,4,PROD00526,SELL0178,2024-06-01,642.24,45.95
ORD0001388,1,PROD00345,SELL0299,2021-12-08,150.38,11.93
ORD0001388,2,PROD00732,SELL0444,2021-12-08,93.77,18.19
ORD0001388,3,PROD00571,SELL0078,2021-12-08,53.5,17.61
ORD0001389,1,PROD00203,SELL0257,2021-03-25,708.38,13.13
ORD0001389,2,PROD00060,SELL0094,2021-03-25,446.38,26.03
ORD0001390,1,PROD00332,SELL0119,2023-01-15,528.35,16.52
ORD0001390,2,PROD00109,SELL0227,2023-01-15,195.92,24.81
ORD0001391,1,PROD00473,SELL0279,2024-12-16,251.12,28.45
ORD0001392,1,PROD00564,SELL0197,2023-03-23,523.39,43.14
ORD0001392,2,PROD00570,SELL0168,2023-03-23,384.82,17.2
ORD0001392,3,PROD00216,SELL0049,2023-03-23,630.72,23.67
ORD0001393,1,PROD00549,SELL0304,2024-12-06,325.54,8.04
ORD0001393,2,PROD00343,SELL0097,2024-12-06,579.85,44.14
ORD0001393,3,PROD00851,SELL0379,2024-12-06,396.25,36.83
ORD0001393,4,PROD00933,SELL0122,2024-12-06,466.29,31.29
ORD0001394,1,PROD00633,SELL0003,2023-04-21,379.02,7.18
ORD0001395,1,PROD00746,SELL0115,2023-07-15,86.51,38.46
ORD0001395,2,PROD00973,SELL0437,2023-07-15,463.24,29.78
ORD0001396,1,PROD00007,SELL0137,2024-10-16,330.85,45.26
ORD0001396,2,PROD00069,SELL0169,2024-10-16,486.71,48.11
ORD0001396,3,PROD00786,SELL0445,2024-10-16,308.48,27.66
ORD0001396,4,PROD00759,SELL0358,2024-10-16,183.01,10.16
ORD0001397,1,PROD00741,SELL0375,2023-04-30,756.53,38.4
ORD0001398,1,PROD00287,SELL0043,2023-03-30,313.61,22.41
ORD0001398,2,PROD00812,SELL0042,2023-03-30,533.95,16.08
ORD0001398,3,PROD00745,SELL0371,2023-03-30,771.61,26.99
ORD0001398,4,PROD00439,SELL0479,2023-03-30,198.64,8.22
ORD0001399,1,PROD00582,SELL0397,2024-03-15,357.86,31.51
ORD0001400,1,PROD00516,SELL0127,2024-08-19,777.01,8.87
ORD0001401,1,PROD00039,SELL0261,2021-03-02,434.0,18.52
ORD0001401,2,PROD00829,SELL0124,2021-03-02,283.06,28.53
ORD0001401,3,PROD00744,SELL0231,2021-03-02,446.82,24.17
ORD0001401,4,PROD00532,SELL0174,2021-03-02,753.23,17.86
ORD0001402,1,PROD00473,SELL0364,2021-11-30,119.68,44.86
ORD0001402,2,PROD00412,SELL0232,2021-11-30,468.82,43.28
ORD0001402,3,PROD00223,SELL0165,2021-11-30,746.06,46.51
ORD0001402,4,PROD00574,SELL0318,2021-11-30,772.52,33.96
ORD0001403,1,PROD00200,SELL0084,2024-04-03,261.84,27.3
ORD0001403,2,PROD00624,SELL0493,2024-04-03,389.13,19.03
ORD0001404,1,PROD00836,SELL0201,2021-09-03,484.71,45.1
ORD0001404,2,PROD00314,SELL0094,2021-09-03,151.3,6.8
ORD0001404,3,PROD00311,SELL0144,2021-09-03,629.4,34.84
ORD0001404,4,PROD00628,SELL0028,2021-09-03,145.37,14.93
ORD0001405,1,PROD00793,SELL0018,2021-07-05,568.79,10.86
ORD0001405,2,PROD00932,SELL0138,2021-07-05,33.96,48.19
ORD0001405,3,PROD00664,SELL0500,2021-07-05,98.81,27.86
ORD0001405,4,PROD00588,SELL0276,2021-07-05,392.26,19.63
ORD0001406,1,PROD00926,SELL0450,2022-06-22,424.19,36.44
ORD0001406,2,PROD00932,SELL0352,2022-06-22,318.22,44.96
ORD0001407,1,PROD00790,SELL0351,2024-11-25,100.82,46.96
ORD0001407,2,PROD00081,SELL0453,2024-11-25,350.9,22.75
ORD0001407,3,PROD00970,SELL0358,2024-11-25,681.66,8.99
ORD0001407,4,PROD00671,SELL0332,2024-11-25,463.81,30.14
ORD0001408,1,PROD00004,SELL0496,2022-09-12,65.66,9.59
ORD0001409,1,PROD00690,SELL0077,2023-01-05,294.54,13.31
ORD0001409,2,PROD00285,SELL0010,2023-01-05,258.7,8.28
ORD0001409,3,PROD00630,SELL0171,2023-01-05,419.31,11.09
ORD0001410,1,PROD00647,SELL0243,2022-01-03,299.5,21.12
ORD0001411,1,PROD00289,SELL0468,2022-06-14,319.44,41.7
ORD0001412,1,PROD00857,SELL0176,2022-07-24,773.48,39.24
ORD0001412,2,PROD00105,SELL0459,2022-07-24,633.22,25.0
ORD0001412,3,PROD00488,SELL0210,2022-07-24,669.77,23.9
ORD0001412,4,PROD00935,SELL0353,2022-07-24,39.79,25.0
ORD0001413,1,PROD00215,SELL0492,2024-10-21,142.07,39.17
ORD0001414,1,PROD00804,SELL0399,2021-01-12,658.45,43.44
ORD0001414,2,PROD00380,SELL0411,2021-01-12,665.17,45.3
ORD0001414,3,PROD00158,SELL0366,2021-01-12,430.23,28.14
ORD0001415,1,PROD00106,SELL0073,2021-08-22,100.96,26.12
ORD0001415,2,PROD00362,SELL0191,2021-08-22,50.15,18.73
ORD0001415,3,PROD00404,SELL0282,2021-08-22,51.59,39.23
ORD0001415,4,PROD00559,SELL0233,2021-08-22,655.16,36.69
ORD0001416,1,PROD00623,SELL0405,2024-08-25,239.66,36.34
ORD0001417,1,PROD00709,SELL0297,2021-01-04,726.35,8.21
ORD0001417,2,PROD00484,SELL0478,2021-01-04,314.6,41.97
ORD0001417,3,PROD00451,SELL0252,2021-01-04,75.93,26.76
ORD0001417,4,PROD00617,SELL0481,2021-01-04,632.46,15.65
ORD0001418,1,PROD00392,SELL0062,2021-11-16,512.5,27.39
ORD0001419,1,PROD00314,SELL0131,2023-11-17,301.34,43.19
ORD0001419,2,PROD00679,SELL0443,2023-11-17,668.3,26.67
ORD0001419,3,PROD00966,SELL0019,2023-11-17,183.48,14.11
ORD0001420,1,PROD00229,SELL0417,2023-04-04,203.43,31.85
ORD0001420,2,PROD00110,SELL0171,2023-04-04,448.44,16.36
ORD0001420,3,PROD00883,SELL0364,2023-04-04,44.43,15.39
ORD0001420,4,PROD00065,SELL0125,2023-04-04,230.97,29.88
ORD0001421,1,PROD00185,SELL0067,2022-09-05,775.15,17.26
ORD0001421,2,PROD00598,SELL0464,2022-09-05,490.38,14.7
ORD0001421,3,PROD00149,SELL0155,2022-09-05,565.68,18.06
ORD0001422,1,PROD00020,SELL0060,2023-11-24,29.37,46.65
ORD0001422,2,PROD00573,SELL0267,2023-11-24,18.0,18.74
ORD0001422,3,PROD00543,SELL0257,2023-11-24,53.55,32.52
ORD0001423,1,PROD00433,SELL0119,2023-08-15,365.17,36.83
ORD0001423,2,PROD00515,SELL0201,2023-08-15,146.55,29.88
ORD0001423,3,PROD00729,SELL0081,2023-08-15,608.72,6.31
ORD0001423,4,PROD00626,SELL0322,2023-08-15,494.51,48.42
ORD0001424,1,PROD00141,SELL0139,2024-04-28,585.04,48.92
ORD0001424,2,PROD00314,SELL0182,2024-04-28,153.64,42.25
ORD0001424,3,PROD00598,SELL0453,2024-04-28,697.06,46.29
ORD0001425,1,PROD00261,SELL0097,2021-08-14,773.49,5.34
ORD0001426,1,PROD00276,SELL0335,2021-03-09,34.41,13.45
ORD0001427,1,PROD00939,SELL0376,2021-04-27,526.36,35.96
ORD0001427,2,PROD00977,SELL0259,2021-04-27,779.41,24.86
ORD0001427,3,PROD00590,SELL0176,2021-04-27,78.94,22.72
ORD0001427,4,PROD00821,SELL0480,2021-04-27,308.89,16.36
ORD0001428,1,PROD00791,SELL0168,2022-07-29,225.05,16.84
ORD0001428,2,PROD00831,SELL0418,2022-07-29,767.04,43.96
ORD0001429,1,PROD00345,SELL0109,2024-08-07,155.11,30.09
ORD0001430,1,PROD00858,SELL0152,2022-01-01,784.88,40.81
ORD0001430,2,PROD00997,SELL0320,2022-01-01,400.32,12.29
ORD0001430,3,PROD00008,SELL0214,2022-01-01,502.54,37.95
ORD0001430,4,PROD00854,SELL0108,2022-01-01,301.32,25.38
